v,m,t
"[[1.39564452e-02 8.45047105e-01 8.25948582e-02 8.84781308e-01
  5.98424903e-02 1.35347149e+01 4.55455500e-34 9.83885726e+00
  9.46247368e-05 2.63809374e-32 1.61257214e-32 3.56989451e-34]]","[[-1.18137400e-01 -9.19264437e-01  2.87393212e-01  9.40628145e-01
   2.44627248e-01 -3.67895567e+00  2.13414034e-17 -3.13669528e+00
  -9.72752470e-03  1.62422096e-16 -1.26987092e-16 -1.88941645e-17]]",1
"[[2.76921547e-02 1.67596702e+00 1.64497607e-01 1.76341022e+00
  1.19457453e-01 2.69405502e+01 1.27707208e-33 1.95651901e+01
  9.69950498e-05 2.61171280e-32 1.59644642e-32 7.92851284e-34]]","[[-2.24117012e-01 -1.74350958e+00  5.46279859e-01  1.78862516e+00
   4.65548686e-01 -6.99089468e+00  4.79504560e-17 -5.95746691e+00
  -1.05759148e-02  1.46179887e-16 -1.14288382e-16  3.95787890e-18]]",2
"[[4.12061903e-02 2.49316874e+00 2.45704838e-01 2.63652732e+00
  1.78939421e-01 4.02209690e+01 7.56150037e-32 2.91818756e+01
  1.29327752e-04 2.58897210e-32 1.73992053e-32 2.07191455e-33]]","[[-3.19140217e-01 -2.48237349e+00  7.79492466e-01  2.55355881e+00
   6.65319908e-01 -9.97281381e+00  3.15828662e-16 -8.49418529e+00
  -3.74747829e-03  1.25751192e-16 -6.29297841e-17 -3.23125767e-17]]",3
"[[5.44904889e-02 3.29755725e+00 3.26194375e-01 3.50595049e+00
  2.38566325e-01 5.33840294e+01 1.10588513e-31 3.86954551e+01
  2.81189141e-04 3.73151320e-32 1.72399246e-32 2.51838173e-33]]","[[-4.04257646e-01 -3.14480633e+00  9.89547708e-01  3.24466394e+00
   8.46611036e-01 -1.26586385e+01  9.52228905e-17 -1.07761240e+01
   9.00283686e-03  5.08209405e-18 -6.04723451e-17 -5.06958123e-17]]",4
"[[6.75388615e-02 4.08994567e+00 4.05947570e-01 4.37329429e+00
  2.98588151e-01 6.64369714e+01 1.14215810e-31 4.81118274e+01
  6.05933349e-04 3.70149392e-32 2.57456591e-32 8.46924970e-33]]","[[-4.80422094e-01 -3.73882116e+00  1.17871642e+00  3.87014665e+00
   1.01176484e+00 -1.50787999e+01  1.54498727e-16 -1.28295381e+01
   2.62010642e-02 -3.96768761e-18  3.87313905e-17 -1.22931158e-16]]",5
"[[8.03503074e-02 4.87081374e+00 4.84958363e-01 5.23939692e+00
  3.59137292e-01 7.93839733e+01 1.37917150e-31 5.74344560e+01
  1.14612756e-03 3.66447898e-32 2.54882025e-32 1.35104294e-32]]","[[-5.48512716e-01 -4.27145298e+00  1.34906391e+00  4.43698500e+00
   1.16264990e+00 -1.72602791e+01  2.96667060e-16 -1.46776778e+01
   4.69530253e-02 -3.57091885e-18  3.48582515e-17 -1.82233239e-16]]",6
"[[9.29263231e-02 5.64047588e+00 5.63226881e-01 6.10471306e+00
  4.20287956e-01 9.22276969e+01 1.40237938e-31 6.66655950e+01
  1.94177285e-03 7.81446580e-32 3.06647508e-32 1.33753251e-32]]","[[-6.09331314e-01 -4.74894589e+00  1.50245962e+00  4.95125837e+00
   1.30082948e+00 -1.92271584e+01  2.06173064e-16 -1.63412809e+01
   7.06673439e-02  2.01398773e-16 -4.23258124e-17 -1.64009916e-16]]",7
"[[1.05269492e-01 6.39917199e+00 6.40756006e-01 6.96952636e+00
  4.82088451e-01 1.04970124e+02 1.43610294e-31 7.58069549e+01
  3.03163471e-03 7.96371942e-32 3.17248973e-32 1.32415719e-32]]","[[-6.63604226e-01 -5.17688067e+00  1.64059083e+00  5.41834895e+00
   1.42765775e+00 -2.10010226e+01  2.54655222e-16 -1.78389280e+01
   9.69064586e-02  1.33572601e-16 -7.50634077e-17 -1.47608924e-16]]",8
"[[1.17382918e-01 7.14710416e+00 7.17549978e-01 7.83403541e+00
  5.44574235e-01 1.17612893e+02 1.46878932e-31 8.48599719e+01
  4.45350008e-03 7.88408222e-32 4.38026799e-32 1.63003932e-32]]","[[-7.11987519e-01 -5.56026079e+00  1.76497850e+00  5.84305651e+00
   1.54432726e+00 -2.26012542e+01  1.60598589e-16 -1.91873006e+01
   1.25323315e-01  1.20215341e-16  4.37759092e-17 -1.89339066e-16]]",9
"[[1.29269970e-01 7.88445285e+00 7.93613788e-01 8.69839150e+00
  6.07773642e-01 1.30157453e+02 1.45956813e-31 9.38259264e+01
  6.24425493e-03 9.65884348e-32 4.33646531e-32 1.89839222e-32]]","[[-7.55072981e-01 -5.90357877e+00  1.87699289e+00  6.22967642e+00
   1.65189673e+00 -2.40452735e+01  1.21157747e-16 -2.04013895e+01
   1.55631266e-01  2.44340863e-16  3.93983182e-17 -2.23758069e-16]]",10
"[[1.40934165e-01 8.61138484e+00 8.68952868e-01 9.56271721e+00
  6.71710695e-01 1.42605130e+02 1.44921236e-31 1.02706002e+02
  8.43992310e-03 1.03996987e-31 4.87530402e-32 2.44634397e-32]]","[[-7.93394040e-01 -6.21087145e+00  1.97786806e+00  6.58205980e+00
   1.75131013e+00 -2.53487445e+01  8.84509362e-17 -2.14946727e+01
   1.87587722e-01  1.28394828e-16 -4.08437651e-17 -2.76677393e-16]]",11
"[[1.52379097e-01 9.32805753e+00 9.43572934e-01 1.04271164e+01
  7.36406612e-01 1.54957174e+02 1.58165898e-31 1.11501316e+02
  1.10756943e-02 1.04517901e-31 4.97835017e-32 2.64465262e-32]]","[[-8.27431325e-01 -6.48576786e+00  2.06871527e+00  6.90366316e+00
   1.84341128e+00 -2.65257557e+01  2.00824136e-16 -2.24792722e+01
   2.20984203e-01  1.55063366e-16 -7.57208053e-17 -2.96208392e-16]]",12
"[[1.63608399e-01 1.00346215e+01 1.01747989e+00 1.12916799e+01
  8.01880677e-01 1.67214775e+02 1.62242029e-31 1.20212940e+02
  1.41859482e-02 1.06103574e-31 4.93079231e-32 2.81657697e-32]]","[[-8.57617782e-01 -6.73153134e+00  2.15053507e+00  7.19759084e+00
   1.92895555e+00 -2.75889806e+01  1.05523443e-16 -2.33660917e+01
   2.55639733e-01  1.90848864e-16 -6.34310568e-17 -3.11126399e-16]]",13
"[[1.74625716e-01 1.07312218e+01 1.09067976e+00 1.21564891e+01
  8.68150771e-01 1.79379082e+02 1.78606240e-31 1.28841907e+02
  1.78042767e-02 1.33614555e-31 4.88490836e-32 4.07871315e-32]]","[[-8.84343344e-01 -6.95109683e+00  2.22422829e+00  7.46663207e+00
   2.00861990e+00 -2.85498211e+01 -3.91431512e-17 -2.41649405e+01
   2.91396131e-01  2.73138637e-18 -5.12364819e-17 -1.66422301e-16]]",14
"[[1.85434696e-01 1.14179994e+01 1.16317868e+00 1.30216184e+01
  9.35233708e-01 1.91451210e+02 1.95539821e-31 1.37389223e+02
  2.19635051e-02 1.35347612e-31 4.83605927e-32 4.07438449e-32]]","[[-9.07959162e-01 -7.14710430e+00  2.29060593e+00  7.71329367e+00
   2.08301133e+00 -2.94185359e+01 -1.72048582e-16 -2.48846440e+01
   3.28114480e-01  5.78586241e-17 -4.61128337e-17 -1.68874172e-16]]",15
"[[1.96038971e-01 1.20950912e+01 1.23498281e+00 1.38871363e+01
  1.00314546e+00 2.03432246e+02 2.00754442e-31 1.45855870e+02
  2.66957130e-02 1.39585657e-31 7.86886824e-32 4.03364065e-32]]","[[-9.28781444e-01 -7.32192852e+00  2.35039811e+00  7.93982907e+00
   2.15267439e+00 -3.02043555e+01 -2.39519689e-16 -2.55331429e+01
   3.65672365e-01 -2.27037148e-17  1.34031055e-16 -1.51986755e-16]]",16
"[[2.06442155e-01 1.27626314e+01 1.30609840e+00 1.47531068e+01
  1.07190132e+00 2.15323251e+02 2.10215859e-31 1.54242807e+02
  3.20322549e-02 1.40958624e-31 7.79323961e-32 4.00510802e-32]]","[[-9.47094909e-01 -7.47770585e+00  2.40426211e+00  8.14826417e+00
   2.21809773e+00 -3.09155855e+01 -1.08474480e-16 -2.61175819e+01
   4.03961651e-01  3.21862727e-17  1.26159722e-16 -1.25923557e-16]]",17
"[[2.16647837e-01 1.34207507e+01 1.37653169e+00 1.56195899e+01
  1.14151599e+00 2.27125268e+02 2.18773724e-31 1.62550976e+02
  3.80037798e-02 1.39549038e-31 7.93292862e-32 4.32286390e-32]]","[[-9.63155916e-01 -7.61635823e+00  2.45278967e+00  8.34042044e+00
   2.27971993e+00 -3.15596995e+01  5.62035717e-18 -2.66443898e+01
   4.42886652e-01  2.89676455e-17  6.68938399e-17 -1.73148169e-16]]",18
"[[2.26659575e-01 1.40695776e+01 1.44628898e+00 1.64866422e+01
  1.21200367e+00 2.38839319e+02 2.19832198e-31 1.70781302e+02
  4.46402511e-02 1.66738385e-31 7.94769581e-32 4.62664356e-32]]","[[-9.77195281e-01 -7.73961472e+00  2.49651348e+00  8.51793572e+00
   2.33793466e+00 -3.21434226e+01 -5.19172137e-17 -2.71193514e+01
   4.82362592e-01  1.95141391e-16  9.08796049e-17 -9.69259412e-17]]",19
"[[2.36480895e-01 1.47092380e+01 1.51537655e+00 1.73543173e+01
  1.28337812e+00 2.50466410e+02 3.29317546e-31 1.78934696e+02
  5.19709662e-02 1.65071001e-31 8.12239823e-32 4.58138344e-32]]","[[-9.89420813e-01 -7.84903092e+00  2.53591310e+00  8.68228266e+00
   2.39309531e+00 -3.26728063e+01  2.87465575e-16 -2.75476721e+01
   5.22314301e-01  1.75627252e-16  1.32207849e-16 -8.40611040e-17]]",20
"[[2.46115289e-01 1.53398552e+01 1.58380072e+00 1.82226662e+01
  1.35565266e+00 2.62007530e+02 3.28438022e-31 1.87012052e+02
  6.00245755e-02 2.47538401e-31 8.04126634e-32 5.13083806e-32]]","[[-1.00001960e+00 -7.94600630e+00  2.57142026e+00  8.83478550e+00
   2.44551909e+00 -3.31532962e+01  3.07847939e-16 -2.79340357e+01
   5.62675089e-01 -1.31966696e-16  1.19946729e-16 -1.52808636e-16]]",21
"[[2.55566209e-01 1.59615507e+01 1.65156777e+00 1.90917370e+01
  1.42884026e+00 2.73463652e+02 3.25666301e-31 1.95014251e+02
  6.88291013e-02 2.45063017e-31 8.07770710e-32 5.07952968e-32]]","[[-1.00916008e+00 -8.03179993e+00  2.60342364e+00  8.97663494e+00
   2.49549074e+00 -3.35897925e+01  2.99705125e-16 -2.82826569e+01
   6.03385782e-01 -1.18770027e-16  7.37682257e-17 -1.37527773e-16]]",22
"[[2.64837070e-01 1.65744437e+01 1.71868402e+00 1.99615758e+01
  1.50295353e+00 2.84835736e+02 3.23989899e-31 2.02942161e+02
  7.84119561e-02 2.82554692e-31 8.10758050e-32 5.48257355e-32]]","[[-1.01699390e+00 -8.10754453e+00  2.63227313e+00  9.10890161e+00
   2.54326585e+00 -3.39867046e+01  3.09487119e-16 -2.85973282e+01
   6.44393865e-01  9.29626858e-17  9.96555688e-17 -1.91142582e-16]]",23
"[[2.73931247e-01 1.71786511e+01 1.78515576e+00 2.08322262e+01
  1.57800473e+00 2.96124725e+02 3.22975169e-31 2.10796638e+02
  8.87999607e-02 2.88487387e-31 8.02650470e-32 5.42921521e-32]]","[[-1.02365754e+00 -8.17425911e+00  2.65828374e+00  9.23254816e+00
   2.58907379e+00 -3.43480004e+01  2.31366712e-16 -2.88814622e+01
   6.85652748e-01  1.77251895e-16  8.96900120e-17 -1.75858979e-16]]",24
"[[2.82852072e-01 1.77742883e+01 1.85098928e+00 2.17037299e+01
  1.65400578e+00 3.07331550e+02 3.22945831e-31 2.18578525e+02
  1.00019361e-01 2.89720869e-31 7.94623965e-32 5.37511246e-32]]","[[-1.02927391e+00 -8.23286039e+00  2.68173909e+00  9.34844007e+00
   2.63312037e+00 -3.46772503e+01  1.51657841e-16 -2.91381296e+01
   7.27121106e-01  2.23701125e-16  8.07210108e-17 -1.56896844e-16]]",25
"[[2.91602837e-01 1.83614683e+01 1.91619084e+00 2.25761262e+01
  1.73096832e+00 3.18457127e+02 3.24711520e-31 2.26288651e+02
  1.12095847e-01 3.26735989e-31 8.21118887e-32 5.46830216e-32]]","[[-1.03395361e+00 -8.28417304e+00  2.70289450e+00  9.45735544e+00
   2.67559028e+00 -3.49776672e+01  2.07168413e-16 -2.93700935e+01
   7.68762305e-01  1.55031037e-18  1.31335502e-16 -1.02874299e-16]]",26
"[[3.00186790e-01 1.89403024e+01 1.98076671e+00 2.34494527e+01
  1.80890365e+00 3.29502362e+02 3.27984780e-31 2.33927837e+02
  1.25054567e-01 3.45117640e-31 8.42873806e-32 5.66906574e-32]]","[[-1.03779621e+00 -8.32893890e+00  2.72197986e+00  9.55999376e+00
   2.71664916e+00 -3.52521420e+01  1.05702736e-16 -2.95798399e+01
   8.10543893e-01 -1.45740751e-16  6.34606442e-17 -1.43128595e-16]]",27
"[[3.08607134e-01 1.95109001e+01 2.04472312e+00 2.43237449e+01
  1.88782278e+00 3.40468144e+02 3.25746637e-31 2.41496889e+02
  1.38920143e-01 3.49388620e-31 9.65862881e-32 5.78901774e-32]]","[[-1.04089134e+00 -8.36782524e+00  2.73920212e+00  9.65698380e+00
   2.75644558e+00 -3.55032759e+01  1.27407925e-16 -2.97696060e+01
   8.52437143e-01 -2.19042477e-16  1.71752188e-16 -1.70844613e-16]]",28
"[[3.16867029e-01 2.00733691e+01 2.10806630e+00 2.51990363e+01
  1.96773642e+00 3.51355350e+02 3.89570669e-31 2.48996603e+02
  1.53716689e-01 3.45894734e-31 1.05932420e-31 6.44673531e-32]]","[[-1.04331965e+00 -8.40143228e+00  2.75474765e+00  9.74889067e+00
   2.79511276e+00 -3.57334097e+01 -1.44333830e-16 -2.99414044e+01
   8.94416649e-01 -1.97138229e-16  2.56124961e-16 -2.38353753e-16]]",29
