v,m,t
"[[3.63745640e-02 1.00384182e-01 9.17184071e-05 1.66139657e-01
  5.41587669e-02 4.28917164e-01 1.90086549e-01 7.02264351e-02
  1.53173794e-02 1.18078837e-02 1.46036914e-02 3.82041636e-02
  3.55720194e-02 1.98522949e-01 2.88481972e-02 4.05187523e-01
  6.65648760e-08 2.52564534e-01 3.01883932e-01 2.73873458e-01
  1.99129992e-02 3.27479498e-01 5.96722052e-01 4.83743908e-05
  1.78188397e-01 3.37297921e-01 3.95769779e-01 1.17096319e-01
  5.68214083e-34 1.62902459e-06 8.46732458e-03 1.88182346e-01
  1.42546024e-33 2.25179487e-01 3.12997532e-02 9.15009802e-02
  7.83883452e-32 5.28088139e-33 2.73010047e-01 5.91783490e-01
  7.37602924e-34 4.07187146e-33 4.72235466e-02 3.02020350e-01
  1.31889703e-32 1.73195554e-32 0.00000000e+00 7.18535877e-34]]","[[-1.90721168e-01 -3.16834628e-01 -9.57697275e-03 -4.07602327e-01
   2.32720362e-01  6.54917677e-01  4.35989161e-01  2.65002708e-01
  -1.23763401e-01 -1.08664087e-01  1.20845734e-01  1.95458854e-01
   1.88605460e-01 -4.45559142e-01 -1.69847570e-01  6.36543418e-01
  -2.58001698e-04 -5.02557991e-01  5.49439653e-01 -5.23329206e-01
   1.41113427e-01  5.72258244e-01  7.72477865e-01  6.95517007e-03
   4.22123675e-01  5.80773554e-01  6.29102360e-01 -3.42193394e-01
   2.38372415e-17 -1.27633247e-03 -9.20180666e-02  4.33799892e-01
   3.77552677e-17 -4.74530808e-01  1.76917363e-01  3.02491289e-01
   2.79979187e-16  7.26696731e-17  5.22503633e-01  7.69274652e-01
   2.71588461e-17 -6.38112174e-17  2.17309794e-01  5.49563781e-01
  -1.14843242e-16 -1.31603782e-16  0.00000000e+00 -2.68055195e-17]]",1
"[[7.22134297e-02 1.98718770e-01 1.87202890e-04 3.33998515e-01
  1.09154665e-01 8.53511119e-01 3.78992263e-01 1.39741739e-01
  2.98679574e-02 2.39083907e-02 2.94859039e-02 7.76361866e-02
  7.18099415e-02 3.94810689e-01 5.69311681e-02 8.04609414e-01
  8.93285064e-06 4.97591724e-01 6.00607975e-01 5.42590034e-01
  4.00403229e-02 6.51350690e-01 1.18921091e+00 1.60595946e-04
  3.50424089e-01 6.73624855e-01 7.83731593e-01 2.32321860e-01
  4.44663928e-33 3.19620485e-06 1.70877009e-02 3.74244745e-01
  4.38032787e-33 4.44896258e-01 6.16695574e-02 1.82055063e-01
  1.68130225e-31 5.32722900e-33 5.39385598e-01 1.17599275e+00
  4.03026229e-32 4.60151611e-32 9.45456387e-02 5.99894945e-01
  1.79149151e-32 1.74506931e-32 0.00000000e+00 4.24441612e-33]]","[[-3.61918890e-01 -6.00331162e-01 -1.84377105e-02 -7.78570469e-01
   4.45112251e-01  1.24431760e+00  8.29204370e-01  5.03488414e-01
  -2.32646089e-01 -2.08335390e-01  2.31350921e-01  3.75447589e-01
   3.61039561e-01 -8.46281758e-01 -3.21301090e-01  1.20808492e+00
   2.74554114e-03 -9.49849009e-01  1.04380697e+00 -9.92010019e-01
   2.69572957e-01  1.08699919e+00  1.46882951e+00  1.68759283e-02
   7.97065447e-01  1.10553401e+00  1.19222688e+00 -6.49143374e-01
   8.37761244e-17 -2.40705948e-03 -1.76117115e-01  8.23945244e-01
  -2.05099115e-17 -8.98213128e-01  3.34390696e-01  5.74680737e-01
  -4.88937270e-17  7.53604375e-17  9.89007211e-01  1.46054449e+00
   2.23371079e-16  1.47469900e-16  4.14197953e-01  1.04314619e+00
  -1.73057085e-16 -1.35888554e-16  0.00000000e+00 -8.35645638e-17]]",2
"[[1.07547584e-01 2.95343103e-01 3.03201112e-04 5.04295892e-01
  1.65005116e-01 1.27420839e+00 5.66646125e-01 2.08732254e-01
  4.37755470e-02 3.61856707e-02 4.47430552e-02 1.18035545e-01
  1.08734839e-01 5.89563257e-01 8.41785162e-02 1.19767880e+00
  5.53337342e-05 7.34847521e-01 8.96274832e-01 8.06374904e-01
  6.04438101e-02 9.72345532e-01 1.77661744e+00 3.55007848e-04
  5.17003132e-01 1.00911577e+00 1.16438021e+00 3.46164437e-01
  9.86060690e-33 4.65908691e-06 2.58121181e-02 5.58619728e-01
  7.09427960e-32 6.59383057e-01 9.13007253e-02 2.72009681e-01
  3.14635264e-31 3.54233417e-32 7.99389888e-01 1.75254597e+00
  4.07628483e-32 9.07514964e-32 1.42046117e-01 8.93632292e-01
  2.95882770e-32 1.72761862e-32 0.00000000e+00 1.08469201e-32]]","[[-5.15611935e-01 -8.54322759e-01 -2.74507461e-02 -1.11741159e+00
   6.39226250e-01  1.77504413e+00  1.18382683e+00  7.18446815e-01
  -3.28571535e-01 -2.99378408e-01  3.32923529e-01  5.40820844e-01
   5.18953637e-01 -1.20741212e+00 -4.55954253e-01  1.72061322e+00
   9.28936015e-03 -1.34703452e+00  1.48867388e+00 -1.41166427e+00
   3.86851199e-01  1.55058272e+00  2.09609037e+00  2.91889734e-02
   1.12977045e+00  1.57998246e+00  1.69629058e+00 -9.25060074e-01
   1.49279727e-16 -3.38899170e-03 -2.52820271e-01  1.17527578e+00
   2.39622988e-16 -1.27629753e+00  4.74870756e-01  8.20156832e-01
   3.40945437e-16 -1.05811389e-16  1.40527457e+00  2.08150578e+00
   2.30415115e-16  3.45317564e-16  5.92882529e-01  1.48631335e+00
  -2.64620615e-16 -1.22299699e-16  0.00000000e+00  6.30844370e-18]]",3
"[[1.42370402e-01 3.90292000e-01 4.42012319e-04 6.77082230e-01
  2.21695129e-01 1.69101691e+00 7.53034500e-01 2.77214837e-01
  5.70614169e-02 4.86309415e-02 6.03817409e-02 1.59386421e-01
  1.46336922e-01 7.82816762e-01 1.10592888e-01 1.58441795e+00
  1.68394211e-04 9.64449095e-01 1.18890599e+00 1.06526481e+00
  8.11181568e-02 1.29050158e+00 2.35887960e+00 6.52807781e-04
  6.78015375e-01 1.34375990e+00 1.53778663e+00 4.58641906e-01
  2.69334093e-32 6.00932417e-06 3.46382387e-02 7.41321042e-01
  7.34786659e-32 8.68682515e-01 1.20213241e-01 3.61361929e-01
  3.72984507e-31 3.67560000e-32 1.05312468e+00 2.32146784e+00
  4.05354856e-32 1.38251493e-31 1.89722091e-01 1.18326223e+00
  2.98589502e-32 1.71678677e-32 0.00000000e+00 3.00357802e-32]]","[[-6.53519193e-01 -1.08178396e+00 -3.66154666e-02 -1.42736854e+00
   8.16840506e-01  2.25294082e+00  1.50368476e+00  9.12252100e-01
  -4.12862259e-01 -3.82609147e-01  4.26462230e-01  6.92969775e-01
   6.63754565e-01 -1.53293220e+00 -5.75453216e-01  2.17999147e+00
   1.90194022e-02 -1.69910622e+00  1.88898216e+00 -1.78717343e+00
   4.94038574e-01  1.96813209e+00  2.66109629e+00  4.36295118e-02
   1.42444801e+00  2.00912583e+00  2.14718568e+00 -1.17305240e+00
   2.65391476e-16 -4.23196737e-03 -3.22849533e-01  1.49166929e+00
   1.58693173e-16 -1.61331096e+00  6.00084356e-01  1.04157540e+00
   5.88678394e-17 -1.36302038e-16  1.77634137e+00  2.63915369e+00
   2.20799915e-16  5.30802878e-16  7.55171430e-01  1.88409418e+00
  -2.14356118e-16 -1.02042064e-16  0.00000000e+00  1.44592427e-16]]",4
"[[1.76675067e-01 4.83589807e-01 6.05261359e-04 8.52381403e-01
  2.79208450e-01 2.10392884e+00 9.38146531e-01 3.45199485e-01
  6.97423574e-02 6.12396101e-02 7.64050832e-02 2.01681776e-01
  1.84605292e-01 9.74582029e-01 1.36179572e-01 1.96487359e+00
  3.76247062e-04 1.18652621e+00 1.47851929e+00 1.31928875e+00
  1.02055818e-01 1.60582996e+00 2.93596559e+00 1.07483035e-03
  8.33543035e-01 1.67754414e+00 1.90400605e+00 5.69755630e-01
  6.37649745e-32 7.24096025e-06 4.35655196e-02 9.22347028e-01
  1.19780391e-31 1.07283070e+00 1.48420226e-01 4.50095180e-01
  3.75132619e-31 3.75569519e-32 1.30068499e+00 2.88278731e+00
  4.24162984e-32 1.62619119e-31 2.37567628e-01 1.46881381e+00
  3.32343449e-32 1.69961891e-32 0.00000000e+00 2.97658492e-32]]","[[-7.77186767e-01 -1.28537587e+00 -4.59026327e-02 -1.71132829e+00
   9.79554230e-01  2.68325492e+00  1.79222672e+00  1.08702839e+00
  -4.86691430e-01 -4.58781523e-01  5.12762351e-01  8.33170337e-01
   7.96707330e-01 -1.82639779e+00 -6.81286635e-01  2.59151581e+00
   3.15928478e-02 -2.01057030e+00  2.24917624e+00 -2.12292337e+00
   5.92109606e-01  2.34423545e+00  3.17001878e+00  5.99680255e-02
   1.68487764e+00  2.39746858e+00  2.55020273e+00 -1.39589439e+00
   4.31468265e-16 -4.94531334e-03 -3.86864441e-01  1.77659820e+00
   3.59702883e-16 -1.91332032e+00  7.11566786e-01  1.24130414e+00
   1.29648895e-16 -1.56855337e-16  2.10673436e+00  3.13978665e+00
   2.46533808e-16  3.17254084e-16  9.02685134e-01  2.24101421e+00
  -1.32307107e-16 -9.18378574e-17  0.00000000e+00  1.24617138e-16]]",5
"[[2.10455292e-01 5.75258369e-01 7.94252052e-04 1.03020869e+00
  3.37528263e-01 2.51293219e+00 1.12197238e+00 4.12694139e-01
  8.18336422e-02 7.40083398e-02 9.28150562e-02 2.44916626e-01
  2.23528622e-01 1.16486288e+00 1.60944603e-01 2.33910015e+00
  7.05919150e-04 1.40121158e+00 1.76513115e+00 1.56847327e+00
  1.23248696e-01 1.91833439e+00 3.50785224e+00 1.64147358e-03
  9.83666514e-01 2.01045626e+00 2.26308946e+00 6.79502977e-01
  6.61288685e-32 8.34965022e-06 5.25939524e-02 1.10169198e+00
  1.28812334e-31 1.27186248e+00 1.75932750e-01 5.38188782e-01
  4.07170297e-31 4.08827484e-32 1.54216348e+00 3.43653464e+00
  7.88209490e-32 1.62783778e-31 2.85575911e-01 1.75031540e+00
  3.29064485e-32 1.68951136e-32 0.00000000e+00 3.56654956e-32]]","[[-8.88007147e-01 -1.46748996e+00 -5.52781600e-02 -1.97187950e+00
   1.12880701e+00  3.07070579e+00  2.05255760e+00  1.24468367e+00
  -5.51109459e-01 -5.28580187e-01  5.92535816e-01  9.62577697e-01
   9.18950892e-01 -2.09100142e+00 -7.74795921e-01  2.95995907e+00
   4.66937535e-02 -2.28548662e+00  2.57325502e+00 -2.42285892e+00
   6.81940371e-01  2.68301582e+00  3.62841764e+00  7.80001956e-02
   1.91445885e+00  2.74906558e+00  2.91009990e+00 -1.59607680e+00
   3.33535092e-16 -5.53756605e-03 -4.45461541e-01  2.03318304e+00
   2.22590386e-16 -2.17998401e+00  8.10694357e-01  1.42146726e+00
   3.05863825e-16 -2.02008657e-16  2.40052633e+00  3.58907413e+00
   2.99720802e-17  3.27847116e-16  1.03688033e+00  2.56114595e+00
  -1.21185206e-16 -7.43542863e-17  0.00000000e+00  1.90878388e-16]]",6
"[[2.43705346e-01 6.65318668e-01 1.01004395e-03 1.21057472e+00
  3.96637271e-01 2.91801350e+00 1.30450277e+00 4.79705825e-01
  9.33497678e-02 8.69343866e-02 1.09612959e-01 2.89086523e-01
  2.63095232e-01 1.35366027e+00 1.84894385e-01 2.70715575e+00
  1.18329383e-03 1.60863869e+00 2.04875709e+00 1.81284378e+00
  1.44688456e-01 2.22801549e+00 4.07452022e+00 2.37269054e-03
  1.12846575e+00 2.34248512e+00 2.61508625e+00 7.87879965e-01
  1.93499105e-31 9.33257232e-06 6.17237873e-02 1.27934865e+00
  1.43418487e-31 1.46581271e+00 2.02760964e-01 6.25620291e-01
  4.15161073e-31 4.19728953e-32 1.77765134e+00 3.98274073e+00
  7.94541248e-32 1.61959790e-31 3.33739676e-01 2.02779500e+00
  3.42893326e-32 1.76747025e-32 0.00000000e+00 3.68060522e-32]]","[[-9.87234639e-01 -1.63027752e+00 -6.47080985e-02 -2.21134715e+00
   1.26589489e+00  3.41953966e+00  2.28747239e+00  1.38693356e+00
  -6.07059136e-01 -5.92624393e-01  6.66421461e-01  1.08223441e+00
   1.03151092e+00 -2.32961326e+00 -8.57188865e-01  3.28962010e+00
   6.40342368e-02 -2.52751126e+00  2.86481680e+00 -2.69052914e+00
   7.64319395e-01  2.98818127e+00  4.04129909e+00  9.75430307e-02
   2.11625069e+00  3.06756733e+00  3.23115827e+00 -1.77583915e+00
  -5.76333484e-17 -6.01648491e-03 -4.99179187e-01  2.26423046e+00
   3.26403854e-16 -2.41659408e+00  8.98703430e-01  1.58397344e+00
   3.85106761e-16 -2.20524382e-16  2.66138236e+00  3.99211911e+00
   6.46761352e-17  2.66710167e-16  1.15906732e+00  2.84815449e+00
  -6.76909857e-17 -9.77172354e-17  0.00000000e+00  2.10484366e-16]]",7
"[[2.76419981e-01 7.53791320e-01 1.25348076e-03 1.39348683e+00
  4.56517682e-01 3.31915884e+00 1.48572875e+00 5.46241097e-01
  1.04304758e-01 1.00015356e-01 1.26799565e-01 3.34187005e-01
  3.03293085e-01 1.54097380e+00 2.08035577e-01 3.06910083e+00
  1.83309687e-03 1.80894102e+00 2.32941191e+00 2.05242507e+00
  1.66366608e-01 2.53487230e+00 4.63595224e+00 3.28799141e-03
  1.26802073e+00 2.67362059e+00 2.96004514e+00 8.94882126e-01
  2.24053807e-31 1.01884606e-05 7.09554368e-02 1.45530910e+00
  1.54582403e-31 1.65471675e+00 2.28914532e-01 7.12366297e-01
  4.12167336e-31 4.37590702e-32 2.00723864e+00 4.52143686e+00
  8.18810031e-32 1.82121410e-31 3.82051345e-01 2.30128046e+00
  3.45069783e-32 1.74979555e-32 0.00000000e+00 3.79157419e-32]]","[[-1.07599901e+00 -1.77567454e+00 -7.41601418e-02 -2.43182069e+00
   1.39198461e+00  3.73357767e+00  2.49948700e+00  1.51532133e+00
  -6.55387564e-01 -6.51473397e-01  7.34992981e-01  1.19308024e+00
   1.13531105e+00 -2.54481500e+00 -9.29552666e-01  3.58437008e+00
   8.33530987e-02 -2.73993614e+00  3.12709955e+00 -2.92912742e+00
   8.39956639e-01  3.26306774e+00  4.41316997e+00  1.18432288e-01
   2.29300640e+00  3.35626028e+00  3.51723023e+00 -1.93719617e+00
   1.28378961e-16 -6.38911254e-03 -5.48502829e-01  2.47226563e+00
   1.81522209e-16 -2.62611331e+00  9.76705591e-01  1.73053873e+00
   3.12568542e-16 -2.45438994e-16  2.89260095e+00  4.35351454e+00
   1.14966072e-16  9.24545352e-17  1.27042490e+00  3.10533850e+00
  -3.72461817e-17 -8.79455118e-17  0.00000000e+00  1.50994412e-16]]",8
"[[3.08594367e-01 8.40696748e-01 1.52520475e-03 1.57894966e+00
  5.17151179e-01 3.71635423e+00 1.66564161e+00 6.12306243e-01
  1.14712322e-01 1.13249088e-01 1.44375174e-01 3.80213348e-01
  3.44109762e-01 1.72680237e+00 2.30375063e-01 3.42499741e+00
  2.67889214e-03 2.00225169e+00 2.60710981e+00 2.28724163e+00
  1.88274528e-01 2.83890300e+00 5.19213233e+00 4.40644779e-03
  1.40241167e+00 3.00385334e+00 3.29801459e+00 1.00050485e+00
  2.21852798e-31 1.09176687e-05 8.02894314e-02 1.62956514e+00
  3.07868962e-31 1.83861059e+00 2.54402827e-01 7.98402812e-01
  4.08954631e-31 4.41235276e-32 2.23101451e+00 5.05265459e+00
  9.12087236e-32 1.86061520e-31 4.30503065e-01 2.57079970e+00
  4.31373761e-32 1.73229760e-32 0.00000000e+00 4.27581847e-32]]","[[-1.15531777e+00 -1.90542344e+00 -8.36041036e-02 -2.63517832e+00
   1.50812646e+00  4.01625875e+00  2.69086601e+00  1.63123556e+00
  -6.96856338e-01 -7.05631906e-01  7.98765693e-01  1.29596181e+00
   1.23118292e+00 -2.73892943e+00 -9.92865892e-01  3.84769475e+00
   1.04413813e-01 -2.92572517e+00  3.36301699e+00 -3.14152726e+00
   9.09491384e-01  3.51067684e+00  4.74808722e+00  1.40520406e-01
   2.44720433e+00  3.61810304e+00  3.77178264e+00 -2.08196074e+00
   1.09253870e-16 -6.66184419e-03 -5.93870055e-01  2.65956080e+00
   5.56857451e-16 -2.81120837e+00  1.04570069e+00  1.86270638e+00
   3.11460789e-16 -1.92574641e-16  3.09715079e+00  4.67739434e+00
   2.73947652e-18  1.59112469e-16  1.37201362e+00  3.33566697e+00
  -1.28260508e-16 -7.91509606e-17  0.00000000e+00  2.08155612e-16]]",9
"[[3.40224029e-01 9.26055242e-01 1.82566591e-03 1.76696545e+00
  5.78518893e-01 4.10958590e+00 1.84423281e+00 6.77907403e-01
  1.24585950e-01 1.26633598e-01 1.62339640e-01 4.27160436e-01
  3.85532433e-01 1.91114451e+00 2.51919941e-01 3.77490866e+00
  3.74308216e-03 2.18870327e+00 2.88186443e+00 2.51731782e+00
  2.10403458e-01 3.14010530e+00 5.74304542e+00 5.74669747e-03
  1.53171917e+00 3.33317465e+00 3.62904303e+00 1.10474353e+00
  2.27858138e-31 1.15222411e-05 8.97263961e-02 1.80210847e+00
  3.32079311e-31 2.01753103e+00 2.79235045e-01 8.83705473e-01
  4.67801855e-31 5.43375963e-32 2.44906718e+00 5.57642577e+00
  1.15172517e-31 1.98865479e-31 4.79086712e-01 2.83638085e+00
  4.27060024e-32 1.71497462e-32 0.00000000e+00 4.23306029e-32]]","[[-1.22610724e+00 -2.02109256e+00 -9.30120138e-02 -2.82310847e+00
   1.61526580e+00  4.27067801e+00  2.86364773e+00  1.73592579e+00
  -7.32150473e-01 -7.55555233e-01  8.58202503e-01  1.39164150e+00
   1.31987532e+00 -2.91404669e+00 -1.04800931e+00  4.08273268e+00
   1.27002402e-01 -3.08754686e+00  3.57519110e+00 -3.33031450e+00
   9.73499255e-01  3.73370960e+00  5.04970262e+00  1.63674738e-01
   2.58107552e+00  3.85575904e+00  3.99793562e+00 -2.21176427e+00
   1.89014028e-16 -6.84049647e-03 -6.35675238e-01  2.82816079e+00
   6.66365648e-16 -2.97427954e+00  1.10658830e+00  1.98186444e+00
   2.94426903e-17 -7.00926448e-17  3.27770382e+00  4.96747925e+00
   1.60186423e-16  2.64298594e-16  1.46478765e+00  3.54181237e+00
  -1.15434457e-16 -7.12358646e-17  0.00000000e+00  1.87340051e-16]]",10
