v,m,t
"[[1.52691866e-02 4.42043309e-01 1.72467297e-02 1.92134465e-02
  3.41345371e-03 1.17250948e-01 5.48000960e-33 1.17541697e-35
  5.60551424e-05 2.63596613e-03 1.84345155e-32 3.36583418e-36
  4.93812290e-32 2.67301042e-03 2.10958851e-02 2.38132862e-37
  0.00000000e+00 2.84834141e-33 2.08879983e-33 2.36215185e-33]]","[[-1.23568550e-01 -6.64863376e-01  1.31326805e-01  1.38612577e-01
  -5.84247697e-02  3.42419258e-01  7.40270869e-17 -3.42843547e-18
   7.48699823e-03  5.13416608e-02  1.35773766e-16  1.83462099e-18
  -2.22218876e-16  5.17011646e-02  1.45244226e-01 -4.87988588e-19
   0.00000000e+00 -5.33698549e-17 -4.57033897e-17  4.86019737e-17]]",1
"[[3.03220711e-02 8.78446337e-01 3.42098853e-02 3.80299762e-02
  6.84327287e-03 2.32751342e-01 9.16709773e-33 1.67476052e-33
  1.09465247e-04 5.17196920e-03 2.10427454e-32 2.47722221e-33
  4.92030272e-32 5.19240292e-03 4.17572044e-02 3.07316860e-32
  0.00000000e+00 3.32720119e-33 2.06791183e-33 3.23590937e-33]]","[[-2.34522588e-01 -1.26232241e+00  2.49097229e-01  2.62623231e-01
  -1.11437655e-01  6.49751487e-01  1.27795354e-16  3.76958241e-17
   1.40847707e-02  9.68272806e-02  1.75041209e-16 -4.80870562e-17
  -2.17762416e-16  9.69901663e-02  2.75192216e-01  1.74864690e-16
   0.00000000e+00 -2.55085895e-17 -4.11330507e-17  1.37854910e-17]]",2
"[[4.51610585e-02 1.30925672e+00 5.08918232e-02 5.64543855e-02
  1.02892712e-02 3.46515910e-01 3.01445348e-32 1.94633323e-33
  1.60306354e-04 7.60987736e-03 3.79965625e-32 5.07969841e-33
  5.30406123e-32 7.56205468e-03 6.19877320e-02 3.04243691e-32
  0.00000000e+00 4.42291570e-33 2.96565514e-33 1.28077526e-32]]","[[-3.34124009e-01 -1.79910967e+00  3.54663699e-01  3.73491172e-01
  -1.59576527e-01  9.25499219e-01  2.60167835e-16  1.69462443e-17
   1.98829406e-02  1.37040723e-01  2.65247050e-17 -9.45350420e-17
  -2.61785988e-16  1.36500659e-01  3.91367461e-01  1.57378221e-16
   0.00000000e+00 -5.65581253e-17 -6.71426054e-18 -8.55940905e-17]]",3
"[[5.97885218e-02 1.73452187e+00 6.72949500e-02 7.44914474e-02
  1.37512405e-02 4.58559399e-01 3.62909185e-32 5.69273378e-33
  2.08654019e-04 9.95157347e-03 4.22296161e-32 1.09947687e-32
  6.44561269e-32 9.78589087e-03 8.17912435e-02 3.21406658e-32
  0.00000000e+00 4.80181397e-33 2.93599858e-33 1.44842628e-32]]","[[-4.23508489e-01 -2.28128458e+00  4.49243648e-01  4.72529758e-01
  -2.03325339e-01  1.17281493e+00  3.14449427e-16 -4.61150151e-17
   2.49622294e-02  1.72507729e-01  9.17914456e-17 -1.62320565e-16
  -3.44904785e-16  1.70803244e-01  4.95141137e-01  1.86590820e-16
   0.00000000e+00 -3.03322515e-17 -6.04283449e-18 -1.19515121e-16]]",4
"[[7.42068017e-02 2.15428892e+00 8.34217231e-02 9.21459103e-02
  1.72289502e-02 5.68896578e-01 4.43638010e-32 1.69921548e-32
  2.54583268e-04 1.21989539e-02 4.79488384e-32 1.34857738e-32
  6.98410290e-32 1.18678828e-02 1.01171516e-01 3.34000217e-32
  0.00000000e+00 4.75379583e-33 2.90663860e-33 1.43394202e-32]]","[[-5.03698103e-01 -2.71430079e+00  5.33933027e-01  5.60921087e-01
  -2.43119523e-01  1.39453605e+00  3.74851050e-16 -1.48069683e-16
   2.93953492e-02  2.03701730e-01  1.60980142e-16 -1.97088045e-16
  -2.32764687e-16  2.00411793e-01  5.87747343e-01  1.28172933e-16
   0.00000000e+00 -2.72990263e-17 -5.43855104e-18 -1.07563609e-16]]",5
"[[8.84182069e-02 2.56860483e+00 9.92746524e-02 1.09422499e-01
  2.07221478e-02 6.77542241e-01 5.03965337e-32 4.66629657e-32
  2.98168571e-04 1.43539273e-02 8.47928452e-32 1.33515396e-32
  6.91437339e-32 1.38120460e-02 1.20132330e-01 3.30660215e-32
  0.00000000e+00 9.55071895e-33 2.87757221e-33 1.41960260e-32]]","[[-5.75612688e-01 -3.10306674e+00  6.09718463e-01  6.39729118e-01
  -2.79350837e-01  1.59321649e+00  2.56890043e-16  3.94819885e-17
   3.32478048e-02  2.31049090e-01 -4.83107683e-17 -1.78168849e-16
  -2.10544233e-16  2.25789134e-01  6.70296807e-01  1.15355640e-16
   0.00000000e+00 -9.41712866e-17 -4.89469594e-18 -9.68072477e-17]]",6
"[[1.02425014e-01 2.97751636e+00 1.14856301e-01 1.26325913e-01
  2.42305589e-02 7.84511211e-01 7.09556685e-32 5.19828262e-32
  3.39483792e-04 1.64184136e-02 8.43362447e-32 3.15111321e-32
  7.08068152e-32 1.56224376e-02 1.38677466e-01 3.27353613e-32
  0.00000000e+00 9.45521176e-33 2.84879649e-33 1.42000072e-32]]","[[-6.40080059e-01 -3.45200022e+00  6.77488201e-01  7.09911486e-01
  -3.12371742e-01  1.77115496e+00  3.76332359e-16 -4.05351936e-17
   3.65786164e-02  2.54933814e-01 -6.32617020e-17 -2.50999482e-17
  -2.38013192e-16  2.47352174e-01  7.43789221e-01  1.03820076e-16
   0.00000000e+00 -8.47541579e-17 -4.40522634e-18 -7.50458998e-17]]",7
"[[1.16229467e-01 3.38107006e+00 1.30169288e-01 1.42860829e-01
  2.77538870e-02 8.89818342e-01 9.18094315e-32 6.38480737e-32
  3.78602156e-04 1.83943424e-02 1.44369749e-31 3.44370101e-32
  7.01442913e-32 1.73031541e-02 1.56810708e-01 3.24080077e-32
  0.00000000e+00 9.36759443e-33 2.85252242e-33 1.40584285e-32]]","[[-6.97845216e-01 -3.76507739e+00  7.38041950e-01  7.72330138e-01
  -3.42499327e-01  1.93042057e+00  4.85543666e-16  7.48065811e-17
   3.94409697e-02  2.75701787e-01  1.89796848e-16  3.43397345e-17
  -2.07463225e-16  2.65476504e-01  8.09124352e-01  9.34380685e-17
   0.00000000e+00 -7.89121405e-17  1.71102511e-18 -6.68921654e-17]]",8
"[[1.29833778e-01 3.77931236e+00 1.45216285e-01 1.59031897e-01
  3.12918140e-02 9.93478527e-01 9.43581014e-32 9.33556185e-32
  4.15596209e-04 2.02836518e-02 1.43140057e-31 4.05965848e-32
  7.15236929e-32 1.88583286e-02 1.74535842e-01 3.24978553e-32
  0.00000000e+00 1.11674533e-32 9.33497784e-33 1.44929892e-32]]","[[-7.49578620e-01 -4.04587704e+00  7.92099751e-01  8.27760897e-01
  -3.70018852e-01  2.07287570e+00  3.78110066e-16  2.40952031e-16
   4.18828006e-02  2.93664595e-01  1.56188235e-16  1.11552799e-16
  -2.32333177e-16  2.80500551e-01  8.67112030e-01  1.04439476e-16
   0.00000000e+00 -2.75061614e-17 -7.91507252e-17 -8.41851304e-17]]",9
"[[1.43240128e-01 4.17228951e+00 1.60000021e-01 1.74843743e-01
  3.48440007e-02 1.09550669e+00 9.48891170e-32 9.39402503e-32
  4.50537771e-04 2.20882868e-02 1.42907928e-31 4.04093444e-32
  7.54502080e-32 2.02921277e-02 1.91856658e-01 3.31888281e-32
  0.00000000e+00 1.10557787e-32 3.22197621e-32 1.43491228e-32]]","[[-7.95883643e-01 -4.29762025e+00  8.40309945e-01  8.76902073e-01
  -3.95186934e-01  2.20019679e+00  3.01898582e-16  1.77892896e-16
   4.39473218e-02  3.09102951e-01  1.75199904e-16  1.15186890e-16
  -2.77230264e-16  2.92729305e-01  9.18481145e-01  6.21215375e-17
   0.00000000e+00 -2.47555453e-17  8.03497490e-17 -7.67978729e-17]]",10
