v,m,t
"[[1.69057478e-03 2.72093465e-02 6.71217026e-02 1.26814047e-02
  9.03016632e-05 2.49929184e-02 3.32641229e-03 3.07919836e-32
  3.79618067e-33 5.84818142e-34 8.41891669e-03 8.68107615e-06
  1.78387965e-34 4.59517613e-33 1.35051823e-32 5.20015499e-34
  5.69103049e-03 9.53952883e-02 0.00000000e+00 7.26226857e-33
  0.00000000e+00 1.63321563e-32 2.42291957e-34 5.85725448e-35]]","[[ 4.11165998e-02 -1.64952558e-01  2.59078565e-01 -1.12611743e-01
  -9.50271873e-03  1.58091487e-01 -5.76750578e-02  1.75476447e-16
   6.16131534e-17  2.41830135e-17  9.17546549e-02  2.94636660e-03
  -1.33561958e-17 -6.77877285e-17 -1.16211799e-16 -2.28038483e-17
   7.54389190e-02  3.08861277e-01  0.00000000e+00 -8.52189449e-17
   0.00000000e+00 -1.27797325e-16 -1.55657302e-17  7.65327020e-18]]",1
"[[3.36736419e-03 5.41358629e-02 1.33803878e-01 2.51204952e-02
  1.69731652e-04 4.95795224e-02 6.70491447e-03 3.75626653e-32
  3.78698600e-33 3.11922147e-32 1.67407359e-02 2.15642635e-05
  1.76863939e-34 5.12882405e-33 1.37911348e-32 5.98295443e-34
  1.12507809e-02 1.90585484e-01 0.00000000e+00 8.11766928e-33
  0.00000000e+00 1.61688348e-32 3.01330206e-34 1.61300501e-34]]","[[ 7.81594676e-02 -3.13377313e-01  4.92696030e-01 -2.13448314e-01
  -1.75153150e-02  2.99878447e-01 -1.10317879e-01  7.37943769e-17
   5.00883380e-17 -1.53201698e-16  1.74263476e-01  6.25311830e-03
  -1.15108177e-17 -3.69340791e-17 -1.25109010e-16 -1.13867190e-17
   1.42839411e-01  5.88046349e-01  0.00000000e+00 -1.07160527e-16
   0.00000000e+00 -1.15017593e-16 -6.16943982e-18  1.70522770e-17]]",2
"[[5.03037364e-03 8.07811119e-02 2.00047581e-01 3.73196455e-02
  2.39015016e-04 7.37635769e-02 1.01354117e-02 3.89600287e-32
  3.75981498e-33 3.59109692e-32 2.49659925e-02 3.94367823e-05
  3.22768656e-33 5.11106247e-33 2.92314079e-32 1.39453240e-33
  1.66803108e-02 2.85572307e-01 0.00000000e+00 1.45256062e-32
  0.00000000e+00 1.61131277e-32 1.53397339e-33 1.59687496e-34]]","[[ 1.11534334e-01 -4.46923200e-01  7.03391312e-01 -3.03684643e-01
  -2.41887868e-02  4.26988819e-01 -1.58426148e-01  2.43080512e-17
   4.83504125e-17 -6.69542655e-17  2.48448612e-01  9.88082439e-03
   4.48905244e-17 -3.90308927e-17  1.22144885e-17  1.80754398e-17
   2.03000334e-01  8.40517600e-01  0.00000000e+00 -1.58894397e-17
   0.00000000e+00 -1.13810555e-16  2.95994100e-17  1.53470493e-17]]",3
"[[6.67961363e-03 1.07146791e-01 2.65854062e-01 4.92812255e-02
  2.98853714e-04 9.75488993e-02 1.36178280e-02 4.02897161e-32
  2.57372929e-32 3.56533894e-32 3.30952303e-02 6.30711883e-05
  6.50177747e-33 9.41844850e-33 2.92965773e-32 1.75448069e-33
  2.19806840e-02 3.80357434e-01 0.00000000e+00 1.43803501e-32
  0.00000000e+00 1.67016037e-32 1.51863365e-33 1.76938822e-34]]","[[ 1.41606423e-01 -5.67074717e-01  8.93449870e-01 -3.84378217e-01
  -2.96584345e-02  5.40888015e-01 -2.02448134e-01 -1.95870475e-17
   1.91890154e-16 -7.03350416e-17  3.15140070e-01  1.37946573e-02
  -1.70995521e-17  3.08911079e-17  2.99002752e-17 -3.06843284e-18
   2.56640657e-01  1.06894120e+00  0.00000000e+00 -1.43004957e-17
   0.00000000e+00 -7.50505437e-17  2.66394690e-17  1.81537958e-17]]",4
"[[8.31509981e-03 1.33234749e-01 3.31224786e-01 6.10076011e-02
  3.49928468e-04 1.20939367e-01 1.71521117e-02 4.82785309e-32
  3.59492931e-32 3.91600515e-32 4.11290010e-02 9.32297247e-05
  1.71264012e-32 1.40179332e-32 3.84743069e-32 9.01922398e-33
  2.71529682e-02 4.74942503e-01 0.00000000e+00 1.89305125e-32
  0.00000000e+00 1.65345876e-32 1.54076692e-33 1.05078804e-32]]","[[ 1.68704505e-01 -6.75168415e-01  1.06492909e+00 -4.56480831e-01
  -3.40453654e-02  6.42895200e-01 -2.42787658e-01  7.39779454e-17
   7.03811839e-17 -1.14692347e-18  3.75084923e-01  1.79639976e-02
  -1.18780319e-16  9.63123551e-17 -7.04072500e-17  8.25747339e-17
   3.04407450e-01  1.27571672e+00  0.00000000e+00  5.56420776e-17
   0.00000000e+00 -6.75454893e-17  1.78665453e-17  1.17988359e-16]]",5
"[[9.93685254e-03 1.59046984e-01 3.96161440e-01 7.25011360e-02
  3.92901594e-04 1.43938918e-01 2.07382375e-02 6.89680678e-32
  4.20287705e-32 3.92375182e-32 4.90678644e-02 1.30668417e-04
  1.72671292e-32 3.07491371e-32 3.91019064e-32 1.38993764e-32
  3.21982354e-02 5.69329105e-01 0.00000000e+00 2.69975726e-32
  0.00000000e+00 2.55394526e-32 1.83732628e-33 1.29003982e-32]]","[[ 1.93124534e-01 -7.72407705e-01  1.21968109e+00 -5.20849160e-01
  -3.74578965e-02  7.34197919e-01 -2.79808541e-01 -7.89269699e-17
  -1.69001295e-17  2.06257294e-17  4.28955604e-01  2.23620299e-02
  -1.24565583e-16 -4.32087695e-17 -9.51838554e-17  1.44817932e-16
   3.46883074e-01  1.46300379e+00  0.00000000e+00  1.40942413e-16
   0.00000000e+00 -1.56552158e-16 -1.58269762e-18  1.56165484e-16]]",6
"[[1.15448962e-02 1.84585645e-01 4.60665927e-01 8.37641948e-02
  4.28420071e-04 1.66551551e-01 2.43762077e-02 8.28931647e-32
  4.83435842e-32 3.97578540e-32 5.69123877e-02 1.76141018e-04
  1.99727644e-32 3.21082384e-32 4.50181265e-32 1.37700978e-32
  3.71175624e-02 6.63518770e-01 0.00000000e+00 3.12572604e-32
  0.00000000e+00 2.52895971e-32 1.98621218e-33 1.27713942e-32]]","[[ 2.15132925e-01 -8.59876165e-01  1.35937326e+00 -5.78254290e-01
  -3.99928308e-02  8.15865269e-01 -3.13838594e-01  4.98573213e-17
   6.68575467e-17  4.87742619e-17  4.77357371e-01  2.69653653e-02
  -5.84591745e-17 -7.97118152e-17 -1.65083599e-16  1.33453044e-16
   3.84591655e-01  1.63274606e+00  0.00000000e+00  5.95453971e-17
   0.00000000e+00 -1.43250453e-16 -1.43572993e-17  1.40548936e-16]]",7
"[[1.31392583e-02 2.09853024e-01 5.24740373e-01 9.47991456e-02
  4.57118580e-04 1.88781320e-01 2.80660527e-02 9.27690820e-32
  6.24851914e-32 3.99405337e-32 6.46631459e-02 2.30402953e-04
  1.98603128e-32 3.43582659e-32 6.10572333e-32 1.82760823e-32
  4.19120326e-02 7.57512954e-01 0.00000000e+00 3.28270563e-32
  0.00000000e+00 3.01522013e-32 8.75934813e-33 2.24975458e-32]]","[[ 2.34969495e-01 -9.38549521e-01  1.48550673e+00 -6.29390289e-01
  -4.17366052e-02  8.88859738e-01 -3.45173210e-01  1.48335829e-16
   1.81105836e-16  6.79853873e-17  5.20835021e-01  3.17537033e-02
  -4.32710900e-17 -1.22446747e-16 -2.01646159e-17  5.19631469e-17
   4.18004916e-01  1.78669278e+00  0.00000000e+00  9.69771276e-17
   0.00000000e+00 -2.00448133e-16 -9.53412155e-17  2.72274040e-17]]",8
"[[1.47199691e-02 2.34851559e-01 5.88387124e-01 1.05608363e-01
  4.79622467e-04 2.10632339e-01 3.18078322e-02 1.10625988e-31
  6.34585080e-32 5.46654213e-32 7.23207216e-02 2.94215386e-04
  2.83712126e-32 3.42307604e-32 6.10303935e-32 1.92604608e-32
  4.65827361e-02 8.51313028e-01 0.00000000e+00 4.12575442e-32
  0.00000000e+00 2.98506793e-32 9.22869351e-33 2.23271976e-32]]","[[ 2.52850117e-01 -1.00930643e+00  1.59943302e+00 -6.74881926e-01
  -4.27663159e-02  9.54047877e-01 -3.74078598e-01 -3.55466486e-18
   2.02972353e-16 -6.17940154e-17  5.59878942e-01  3.67095359e-02
   5.43807364e-17 -1.24901633e-16  6.01240378e-18  1.26034125e-17
   4.47547426e-01  1.92641823e+00  0.00000000e+00  1.80867654e-16
   0.00000000e+00 -1.80403320e-16 -1.09406646e-16  1.71136324e-17]]",9
"[[1.62870605e-02 2.59583831e-01 6.51608757e-01 1.16194234e-01
  4.96550656e-04 2.32108781e-01 3.56016366e-02 1.22168034e-31
  7.23738170e-32 5.46548300e-32 7.98857046e-02 3.68349553e-04
  3.20007279e-32 4.16664138e-32 6.13991686e-32 2.04617892e-32
  5.11307707e-02 9.44920260e-01 0.00000000e+00 4.14197929e-32
  0.00000000e+00 2.96626770e-32 1.29256248e-32 2.21039257e-32]]","[[ 2.68969103e-01 -1.07293820e+00  1.70236898e+00 -7.15291619e-01
  -4.31506299e-02  1.01220990e+00 -4.00794701e-01 -1.15663886e-16
   8.49515585e-17 -3.24615807e-17  5.94930546e-01  4.18178944e-02
  -1.36131321e-17 -2.42187199e-17  3.67014015e-17 -2.59923416e-17
   4.73601312e-01  2.05333918e+00  0.00000000e+00  1.86756379e-16
   0.00000000e+00 -1.51850874e-16 -3.69093552e-17  1.54022692e-17]]",10
