v,m,t
"[[1.17033867e-02 3.29024786e-01 5.62202387e-01 1.15410672e+01
  1.78943844e+01 9.64527806e-02 7.21736572e-01 2.38706947e+00
  3.38599522e-02 2.37250918e+00 1.30617715e+00 4.35532103e-01
  7.83475133e-01 1.21358594e-04 4.90308730e+00 4.15832699e-01
  1.68147360e+01 1.35443586e+00 5.52327954e-03 1.09216753e+00
  5.13189003e+00 5.78983735e-02 2.45350515e+00 1.20716942e+00
  1.82779951e+00 1.40298772e+00 1.10243013e+00 1.25148286e+00
  1.83397013e+00 7.22857462e-01 3.48181852e-01 3.38327004e+00
  4.47979655e+00 2.51463393e-02 3.51984335e+00 2.24603803e+00
  1.12088236e+00 5.15030015e-04 4.06295955e+00 3.10222057e+00
  3.09212791e-02 3.73292184e+00 5.95183600e+00 3.87885429e+00
  4.95269986e-01 9.26830608e-01 6.06605471e+00 5.61205570e-01
  1.22478216e+00 4.39288967e+00 2.44923955e+00 7.03028605e-01
  4.58867793e-01 6.22922950e+00 7.35839567e+00 3.66235537e+00
  4.28571986e-01 2.72035124e-32 1.10398295e-02 1.18346191e+01
  4.16569824e-33 3.94305990e+00 2.71876547e+00 0.00000000e+00
  2.56326202e-32 5.32204622e-33]]","[[ 1.08182192e-01  5.73606821e-01  7.49801565e-01 -3.39721462e+00
  -4.23017545e+00 -3.10568480e-01  8.49550806e-01  1.54501439e+00
  -1.84010739e-01 -1.54029516e+00  1.14288107e+00  6.59948561e-01
   8.85141307e-01 -1.10162877e-02  2.21429160e+00  6.44850912e-01
  -4.10057752e+00 -1.16380233e+00 -7.43187698e-02 -1.04506819e+00
  -2.26536753e+00  2.40620809e-01 -1.56636686e+00  1.09871262e+00
  -1.35196136e+00  1.18447783e+00  1.04996673e+00  1.11869695e+00
  -1.35424153e+00  8.50210246e-01  5.90069362e-01  1.83936675e+00
   2.11655299e+00  1.58575973e-01 -1.87612456e+00  1.49867876e+00
  -1.05871732e+00  2.26942727e-02  2.01567843e+00  1.76131217e+00
   1.75844474e-01  1.93207708e+00 -2.43963850e+00  1.96948072e+00
   7.03754209e-01  9.62720420e-01 -2.46293620e+00  7.49136550e-01
  -1.10669876e+00 -2.09592215e+00 -1.56500465e+00  8.38468011e-01
  -6.77397810e-01 -2.49584244e+00  2.71263630e+00  1.91372813e+00
   6.54654096e-01 -1.64934873e-16  1.05070593e-01  3.44014812e+00
   6.45422206e-17 -1.98571395e+00  1.64886793e+00  0.00000000e+00
  -1.60101906e-16  7.29523558e-17]]",1
"[[2.21976960e-02 6.49609864e-01 1.10795666e+00 2.28256370e+01
  3.55838460e+01 1.89604893e-01 1.40946415e+00 4.73975719e+00
  6.22715525e-02 4.69398379e+00 2.60461472e+00 8.59210629e-01
  1.55753273e+00 1.50140986e-04 9.78254338e+00 8.32459250e-01
  3.34429606e+01 2.69311180e+00 1.19466579e-02 2.15627872e+00
  1.01750570e+01 1.17759643e-01 4.84951627e+00 2.43556466e+00
  3.59636369e+00 2.77308698e+00 2.18635216e+00 2.50933099e+00
  3.64094409e+00 1.43757051e+00 6.85360314e-01 6.67885208e+00
  8.96446912e+00 5.19373169e-02 6.94763666e+00 4.47291847e+00
  2.22201824e+00 1.49624275e-03 8.04241212e+00 6.17551273e+00
  6.15959052e-02 7.36285869e+00 1.18526869e+01 7.75275834e+00
  9.85026732e-01 1.85219036e+00 1.20145163e+01 1.12453546e+00
  2.44996587e+00 8.67990277e+00 4.84681231e+00 1.40557686e+00
  9.11178266e-01 1.23142060e+01 1.46230014e+01 7.29453229e+00
  8.63575100e-01 2.91273033e-32 2.22711929e-02 2.35665149e+01
  4.47800103e-32 7.83804449e+00 5.32012459e+00 0.00000000e+00
  2.85756246e-32 9.71145361e-33]]","[[ 2.00375347e-01  1.08534659e+00  1.41736858e+00 -6.43387887e+00
  -8.03426159e+00 -5.86295987e-01  1.59822930e+00  2.93212199e+00
  -3.35168504e-01 -2.91767013e+00  2.17380008e+00  1.24819666e+00
   1.68087394e+00 -1.53915173e-02  4.21288203e+00  1.22904515e+00
  -7.78885748e+00 -2.21027217e+00 -1.47376713e-01 -1.97739929e+00
  -4.29592756e+00  4.62404723e-01 -2.96554063e+00  2.10260387e+00
  -2.55349338e+00  2.24252022e+00  1.99136689e+00  2.13393105e+00
  -2.56985908e+00  1.61486070e+00  1.11472353e+00  3.48009847e+00
   4.03315297e+00  3.07164236e-01 -3.54942364e+00  2.84859114e+00
  -2.00752312e+00  5.18312625e-02  3.81912485e+00  3.34708741e+00
   3.34282295e-01  3.65388009e+00 -4.63706140e+00  3.75058537e+00
   1.33673463e+00  1.83321001e+00 -4.66799366e+00  1.42850530e+00
  -2.10842789e+00 -3.96742148e+00 -2.96480273e+00  1.59698606e+00
  -1.28560119e+00 -4.72562682e+00  5.15028199e+00  3.63776663e+00
   1.25197737e+00 -1.01581743e-16  2.01061241e-01  6.53855135e+00
  -1.43545255e-16 -3.77067859e+00  3.10526050e+00  0.00000000e+00
  -2.00654341e-16 -9.95920637e-19]]",2
"[[3.15477007e-02 9.61731436e-01 1.63741326e+00 3.38556174e+01
  5.30621946e+01 2.79177536e-01 2.06433809e+00 7.05830159e+00
  8.57050959e-02 6.96507401e+00 3.89521851e+00 1.27116214e+00
  2.32159283e+00 1.48639747e-04 1.46349533e+01 1.24935585e+00
  4.98804854e+01 4.01551941e+00 1.93056171e-02 3.19261301e+00
  1.51283244e+01 1.79429540e-01 7.18783328e+00 3.68434603e+00
  5.30636955e+00 4.11081361e+00 3.25095359e+00 3.77240138e+00
  5.42028229e+00 2.14379177e+00 1.01178992e+00 9.88764226e+00
  1.34525860e+01 8.03150683e-02 1.02845584e+01 6.67937068e+00
  3.30296540e+00 3.09566015e-03 1.19387205e+01 9.21894348e+00
  9.20871979e-02 1.08911426e+01 1.77009877e+01 1.16190985e+01
  1.46912405e+00 2.77536548e+00 1.78458297e+01 1.68926642e+00
  3.67523945e+00 1.28607635e+01 7.19317195e+00 2.10713009e+00
  1.35661992e+00 1.82563117e+01 2.17916635e+01 1.08944238e+01
  1.30481127e+00 5.67414382e-32 3.36803311e-02 3.51915999e+01
  5.29627440e-32 1.16837765e+01 7.80753169e+00 0.00000000e+00
  2.82911816e-32 9.98483676e-33]]","[[ 2.78174317e-01  1.54127422e+00  2.01084336e+00 -9.14582059e+00
  -1.14538897e+01 -8.30104301e-01  2.25631137e+00  4.17707167e+00
  -4.56752456e-01 -4.14841094e+00  3.10387375e+00  1.77187034e+00
   2.39575621e+00 -1.38654352e-02  6.01650626e+00  1.75823051e+00
  -1.11053294e+01 -3.15085536e+00 -2.19116934e-01 -2.80820060e+00
  -6.11467150e+00  6.66858274e-01 -4.21391769e+00  3.02067722e+00
  -3.61949543e+00  3.18679612e+00  2.83456649e+00  3.05551094e+00
  -3.66036997e+00  2.30225446e+00  1.58055803e+00  4.94194461e+00
   5.76940810e+00  4.46439355e-01 -5.04012427e+00  4.06412577e+00
  -2.85708854e+00  8.68274821e-02  5.43138700e+00  4.77453243e+00
   4.77226546e-01  5.18636259e+00 -6.61606434e+00  5.36144419e+00
   1.90587521e+00  2.62029976e+00 -6.64075544e+00  2.04458580e+00
  -3.01551767e+00 -5.63651082e+00 -4.21584556e+00  2.28322421e+00
  -1.83124685e+00 -6.71583653e+00  7.33985950e+00  5.19045464e+00
   1.79750455e+00  7.56255490e-17  2.88806172e-01  9.32864020e+00
  -3.62900632e-17 -5.37454799e+00  4.38866304e+00  0.00000000e+00
  -1.81734882e-16 -2.01446451e-17]]",3
"[[3.98272431e-02 1.26525675e+00 2.15080675e+00 4.46334394e+01
  7.03224493e+01 3.64758071e-01 2.68761247e+00 9.34345121e+00
  1.04622746e-01 9.18609453e+00 5.17766649e+00 1.67162132e+00
  3.07480880e+00 1.73384069e-04 1.94565014e+01 1.66615611e+00
  6.61228068e+01 5.32112692e+00 2.76469358e-02 4.20126194e+00
  1.99902987e+01 2.42774519e-01 9.46716628e+00 4.95288079e+00
  6.95837631e+00 5.41718407e+00 4.29546493e+00 5.03964225e+00
  7.17135234e+00 2.84105252e+00 1.32776225e+00 1.30110138e+01
  1.79435975e+01 1.10158490e-01 1.35316202e+01 8.86400037e+00
  4.36331881e+00 5.47830492e-03 1.57522940e+01 1.22314940e+01
  1.22513143e-01 1.43193760e+01 2.34956736e+01 1.54751820e+01
  1.94753630e+00 3.69543279e+00 2.35597515e+01 2.25475960e+00
  4.90006528e+00 1.69350927e+01 9.48959445e+00 2.80704728e+00
  1.79472230e+00 2.40572953e+01 2.88618717e+01 1.44606708e+01
  1.75274447e+00 7.42719330e-32 4.52502415e-02 4.67064605e+01
  5.33793834e-32 1.54794844e+01 1.01848119e+01 0.00000000e+00
  3.52994443e-32 4.80857854e-32]]","[[ 3.43066213e-01  1.94673828e+00  2.53761040e+00 -1.15653618e+01
  -1.45264240e+01 -1.04436868e+00  2.83312509e+00  5.29420412e+00
  -5.51699760e-01 -5.24706621e+00  3.94300809e+00  2.23746694e+00
   3.03733433e+00 -7.35729825e-03  7.64373375e+00  2.23761262e+00
  -1.40863886e+01 -3.99583995e+00 -2.89586920e-01 -3.54746635e+00
  -7.74223485e+00  8.55396415e-01 -5.32589193e+00  3.86114099e+00
  -4.56332936e+00  4.02892597e+00  3.58890601e+00  3.89231044e+00
  -4.63793741e+00  2.91978999e+00  1.99354534e+00  6.24281224e+00
   7.34317352e+00  5.76857044e-01 -6.36638708e+00  5.15818759e+00
  -3.61702928e+00  1.27273151e-01  6.87141766e+00  6.05910641e+00
   6.06554213e-01  6.54845620e+00 -8.39816324e+00  6.81835633e+00
   2.41750097e+00  3.33183076e+00 -8.40410242e+00  2.60326931e+00
  -3.83716590e+00 -7.12296628e+00 -5.33320682e+00  2.90401220e+00
  -2.32018509e+00 -8.49038179e+00  9.30552628e+00  6.58848801e+00
   2.29671014e+00 -6.64654757e-17  3.69043444e-01  1.18405950e+01
  -6.34225068e-17 -6.81510879e+00  5.51675416e+00  0.00000000e+00
  -7.81730199e-17 -2.13580422e-16]]",4
"[[4.71195402e-02 1.55990738e+00 2.64847390e+00 5.51621946e+01
  8.73565395e+01 4.45758967e-01 3.28066349e+00 1.15966375e+01
  1.19478198e-01 1.13569228e+01 6.45133154e+00 2.06096720e+00
  3.81597484e+00 2.63176582e-04 2.42428150e+01 2.08270527e+00
  8.21649776e+01 6.60936492e+00 3.70387841e-02 5.18205579e+00
  2.47592776e+01 3.07693961e-01 1.16848199e+01 6.24083332e+00
  8.55277246e+00 6.69382932e+00 5.31916500e+00 6.31012378e+00
  8.89354609e+00 3.52872737e+00 1.63362048e+00 1.60509411e+01
  2.24381402e+01 1.41260565e-01 1.66896170e+01 1.10252199e+01
  5.40272207e+00 8.83600193e-03 1.94835871e+01 1.52120148e+01
  1.53064918e-01 1.76494984e+01 2.92363499e+01 1.93181695e+01
  2.42039841e+00 4.61118890e+00 2.91551469e+01 2.82049351e+00
  6.12361890e+00 2.09023167e+01 1.17384513e+01 3.50451993e+00
  2.22480751e+00 2.97194002e+01 3.58306686e+01 1.79928731e+01
  2.20875779e+00 1.63593589e-31 5.69593322e-02 5.81085537e+01
  5.32952598e-32 1.92248945e+01 1.24562350e+01 0.00000000e+00
  3.49464498e-32 4.92282949e-32]]","[[ 3.96455484e-01  2.30641379e+00  3.00438751e+00 -1.37216929e+01
  -1.72853507e+01 -1.23087592e+00  3.33716711e+00  6.29665212e+00
  -6.22631645e-01 -6.22658339e+00  4.69998557e+00  2.65095026e+00
   3.61218733e+00  2.94537228e-03  9.11114858e+00  2.67203882e+00
  -1.67647289e+01 -4.75446547e+00 -3.58955832e-01 -4.20405866e+00
  -9.19711027e+00  1.02937014e+00 -6.31393592e+00  4.63152217e+00
  -5.39694987e+00  4.77964383e+00  4.26280518e+00  4.65237394e+00
  -5.51351190e+00  3.47402927e+00  2.35911191e+00  7.39899093e+00
   8.77079482e+00  6.98625121e-01 -7.54449712e+00  6.14232201e+00
  -4.29601672e+00  1.72962272e-01  8.15628402e+00  7.21468257e+00
   7.24159574e-01  7.75729409e+00 -1.00028577e+01  8.13595545e+00
   2.87741851e+00  3.97471655e+00 -9.97843707e+00  3.10993749e+00
  -4.58152478e+00 -8.44452682e+00 -6.33081814e+00  3.46539917e+00
  -2.75751883e+00 -1.00708863e+01  1.10689327e+01  7.84713992e+00
   2.75518211e+00  2.40288345e-16  4.42418713e-01  1.41016999e+01
  -7.82856860e-17 -8.10849155e+00  6.50562124e+00  0.00000000e+00
  -7.03557179e-17 -1.51931347e-16]]",5
"[[5.35044311e-02 1.84540275e+00 3.13074936e+00 6.54450236e+01
  1.04156627e+02 5.21624908e-01 3.84483373e+00 1.38193481e+01
  1.30722722e-01 1.34774026e+01 7.71553522e+00 2.43958207e+00
  4.54389313e+00 4.36153600e-04 2.89896077e+01 2.49889638e+00
  9.80022152e+01 7.87964399e+00 4.75514867e-02 6.13480223e+00
  2.94336479e+01 3.74097926e-01 1.38381653e+01 7.54789373e+00
  1.00899523e+01 7.94235221e+00 6.32139670e+00 7.58296966e+00
  1.05863425e+01 4.20623247e+00 1.92971216e+00 1.90093994e+01
  2.69369351e+01 1.73397751e-01 1.97593748e+01 1.31614649e+01
  6.42082908e+00 1.33814510e-02 2.31330916e+01 1.81593687e+01
  1.83933396e-01 2.08834828e+01 3.49227693e+01 2.31451700e+01
  2.88786480e+00 5.52142181e+00 3.46309143e+01 3.38597186e+00
  7.34506484e+00 2.47618351e+01 1.39422048e+01 4.19873948e+00
  2.64622915e+00 3.52449749e+01 4.26952504e+01 2.14907332e+01
  2.67435829e+00 2.30387495e-31 6.87844410e-02 6.93955571e+01
  5.98810374e-32 2.29196864e+01 1.46260080e+01 0.00000000e+00
  3.84492458e-32 6.14329368e-32]]","[[ 4.39611423e-01  2.62449315e+00  3.41722304e+00 -1.56410964e+01
  -1.97608200e+01 -1.39120239e+00  3.77609318e+00  7.19626024e+00
  -6.71900116e-01 -7.09859858e+00  5.38268689e+00  3.01769741e+00
   4.12622744e+00  1.59025815e-02  1.04336901e+01  3.06590843e+00
  -1.91697861e+01 -5.43503480e+00 -4.27382301e-01 -4.78593370e+00
  -1.04959490e+01  1.19002543e+00 -7.18925850e+00  5.33861298e+00
  -6.13111027e+00  5.44861501e+00  4.86386266e+00  5.34296833e+00
  -6.29697601e+00  3.97089666e+00  2.68215320e+00  8.42515177e+00
   1.00670023e+01  8.11928631e-01 -8.58911770e+00  7.02692174e+00
  -4.90185420e+00  2.23738133e-01  9.30135456e+00  8.25374664e+00
   8.31741194e-01  8.82831300e+00 -1.14477269e+01  9.32739912e+00
   3.29086878e+00  4.55517372e+00 -1.13821176e+01  3.56945221e+00
  -5.25592788e+00 -9.61713673e+00 -7.22126446e+00  3.97282925e+00
  -3.14785231e+00 -1.14768391e+01  1.26495827e+01  8.98018212e+00
   3.17801057e+00 -4.53314706e-17  5.09508338e-01  1.61365392e+01
  -1.54829685e-16 -9.26920038e+00  7.36976546e+00  0.00000000e+00
  -1.25356524e-18 -2.40575806e-17]]",6
"[[5.90507446e-02 2.12157892e+00 3.59788864e+00 7.54846341e+01
  1.20716172e+02 5.91995135e-01 4.38132089e+00 1.60125973e+01
  1.38809900e-01 1.55476756e+01 8.96976694e+00 2.80773487e+00
  5.25767435e+00 6.99926923e-04 3.36932114e+01 2.91452493e+00
  1.13630392e+02 9.13137789e+00 5.92366996e-02 7.05949385e+00
  3.40122051e+01 4.41884169e-01 1.59257872e+01 8.87353485e+00
  1.15704680e+01 9.16385242e+00 7.30157089e+00 8.85729186e+00
  1.22493349e+01 4.87317328e+00 2.21634714e+00 2.18879022e+01
  3.14398601e+01 2.06394197e-01 2.27419376e+01 1.52713896e+01
  7.41727027e+00 1.93318960e-02 2.67013331e+01 2.10725584e+01
  2.15248645e-01 2.40230945e+01 4.05543693e+01 2.69533690e+01
  3.34999054e+00 6.42513805e+00 3.99867079e+01 3.95064109e+00
  8.56377454e+00 2.85132051e+01 1.61025628e+01 4.88903503e+00
  3.05855681e+00 4.06361238e+01 4.94533968e+01 2.49533660e+01
  3.15046937e+00 3.52877570e-31 8.07039654e-02 8.05648152e+01
  5.94582067e-32 2.65630903e+01 1.66979086e+01 0.00000000e+00
  4.27908023e-32 6.52873411e-32]]","[[ 4.73633341e-01  2.90484232e+00  3.78150836e+00 -1.73471642e+01
  -2.19801058e+01 -1.52701210e+00  4.15672888e+00  8.00354047e+00
  -7.01634847e-01 -7.87367880e+00  5.99827568e+00  3.34246468e+00
   4.58493709e+00  3.06871473e-02  1.16249351e+01  3.42310784e+00
  -2.13281233e+01 -6.04501749e+00 -4.94919760e-01 -5.30033561e+00
  -1.16538173e+01  1.33846863e+00 -7.96231239e+00  5.98844086e+00
  -6.77554256e+00  6.04433394e+00  5.39894012e+00  5.97063187e+00
  -6.99726180e+00  4.41583023e+00  2.96704918e+00  9.33437768e+00
   1.12448602e+01  9.17096773e-01 -9.51350528e+00  7.82140671e+00
  -5.44154716e+00  2.79365983e-01  1.03204683e+01  9.18757160e+00
   9.30651075e-01  9.77535779e+00 -1.27485273e+01  1.04045474e+01
   3.66249895e+00  5.07890630e+00 -1.26318135e+01  3.98615351e+00
  -5.86706740e+00 -1.06551701e+01 -8.01564058e+00  4.43128165e+00
  -3.49547931e+00 -1.27257358e+01  1.40651279e+01  9.99985526e+00
   3.56933198e+00 -3.94060196e-16  5.70840045e-01  1.79671869e+01
  -1.52612450e-16 -1.03101728e+01  8.12213802e+00  0.00000000e+00
   6.76180565e-17  4.51967651e-17]]",7
"[[6.38192881e-02 2.38837267e+00 4.05008520e+00 8.52833867e+01
  1.37029782e+02 6.56676528e-01 4.89120555e+00 1.81769909e+01
  1.44195015e-01 1.75681366e+01 1.02136596e+01 3.16559714e+00
  5.95669389e+00 1.05852180e-03 3.83505092e+01 3.32930255e+00
  1.29045979e+02 1.03639857e+01 7.21267899e-02 7.95628535e+00
  3.84941046e+01 5.10938900e-01 1.79472734e+01 1.02170322e+01
  1.29950115e+01 1.03590327e+01 8.25915923e+00 1.01321953e+01
  1.38822179e+01 5.52931250e+00 2.49380088e+00 2.46875912e+01
  3.59460675e+01 2.40118987e-01 2.56385260e+01 1.73538535e+01
  8.39165553e+00 2.69038756e-02 3.01888744e+01 2.39507164e+01
  2.47087842e-01 2.70699302e+01 4.61303190e+01 3.07400502e+01
  3.80674735e+00 7.32153545e+00 4.52228052e+01 4.51389855e+00
  9.77929048e+00 3.21561477e+01 1.82205820e+01 5.57485554e+00
  3.46154144e+00 4.58947382e+01 5.61033624e+01 2.83794092e+01
  3.63749080e+00 3.77439768e-31 9.26979333e-02 9.16134131e+01
  7.18079339e-32 3.01539722e+01 1.86753671e+01 0.00000000e+00
  5.13373825e-32 6.51963264e-32]]","[[ 4.99475546e-01  3.15102330e+00  4.10205306e+00 -1.88610781e+01
  -2.39678773e+01 -1.64002003e+00  4.48516476e+00  8.72782395e+00
  -7.13770897e-01 -8.56141695e+00  6.55325993e+00  3.62945861e+00
   4.99338992e+00  4.67389490e-02  1.26972190e+01  3.74707243e+00
  -2.32637125e+01 -6.59113366e+00 -5.61541768e-01 -5.75386010e+00
  -1.26843457e+01  1.47568185e+00 -8.64281541e+00  6.58635600e+00
  -7.33905569e+00  6.57428090e+00  5.87423281e+00  6.54124860e+00
  -7.62244178e+00  4.81381314e+00  3.21771727e+00  1.01383426e+01
   1.23159621e+01  1.01456620e+00 -1.03296410e+01  8.53431712e+00
  -5.92138364e+00  3.39550316e-01  1.12260888e+01  1.00263365e+01
   1.02195430e+00  1.06108490e+01 -1.39193838e+01  1.13780974e+01
   3.99643240e+00  5.55114259e+00 -1.37426507e+01  4.36391685e+00
  -6.42104190e+00 -1.15715902e+01 -8.72372709e+00  4.84530624e+00
  -3.80439185e+00 -1.38332831e+01  1.53315348e+01  1.09170491e+01
   3.93248636e+00 -5.22257795e-16  6.26897578e-01  1.96134678e+01
  -2.35781442e-17 -1.12429561e+01  8.77431402e+00  0.00000000e+00
  -3.38775246e-17  1.69735291e-17]]",8
"[[6.78664970e-02 2.64578433e+00 4.48749907e+00 9.48434611e+01
  1.53092880e+02 7.15588812e-01 5.37549468e+00 2.03128871e+01
  1.47333011e-01 1.95393289e+01 1.14469237e+01 3.51327981e+00
  6.64049479e+00 1.51465498e-03 4.29587757e+01 3.74289942e+00
  1.44245903e+02 1.15768873e+01 8.62391076e-02 8.82543101e+00
  4.28787593e+01 5.81142919e-01 1.99028144e+01 1.15775316e+01
  1.43643680e+01 1.15283779e+01 9.19368856e+00 1.14067976e+01
  1.54847771e+01 6.17451539e+00 2.76232592e+00 2.74093998e+01
  4.04542711e+01 2.74470408e-01 2.84504659e+01 1.94078684e+01
  9.34358321e+00 3.63134177e-02 3.35963186e+01 2.67930715e+01
  2.79493540e-01 3.00254976e+01 5.16496568e+01 3.45025844e+01
  4.25806169e+00 8.20993473e+00 5.03398549e+01 5.07511729e+00
  1.09912539e+01 3.56905089e+01 2.02969247e+01 6.25572764e+00
  3.85505071e+00 5.10225969e+01 6.26437066e+01 3.17672542e+01
  4.13549627e+00 3.79737522e-31 1.04747394e-01 1.02538354e+02
  8.34347906e-32 3.36909807e+01 2.05615997e+01 0.00000000e+00
  5.08510466e-32 6.45443631e-32]]","[[ 5.17977987e-01  3.36629384e+00  4.38316152e+00 -2.02018741e+01
  -2.57464214e+01 -1.73190677e+00  4.76685455e+00  9.37742982e+00
  -7.10069108e-01 -9.17049663e+00  7.05352932e+00  3.88241747e+00
   5.35623874e+00  6.36687204e-02  1.36617244e+01  4.04086343e+00
  -2.49981766e+01 -7.07942668e+00 -6.27180800e-01 -6.15249079e+00
  -1.35998516e+01  1.60254655e+00 -9.23970249e+00  7.13712923e+00
  -7.82961188e+00  7.04509726e+00  6.29533367e+00  7.06012172e+00
  -8.17981173e+00  5.16938823e+00  3.43766784e+00  1.08474954e+01
   1.32906442e+01  1.10481928e+00 -1.10483405e+01  9.17338447e+00
  -6.34700960e+00  4.03975063e-01  1.20294428e+01  1.07792262e+01
   1.10651159e+00  1.13459452e+01 -1.49729803e+01  1.22576956e+01
   4.29634746e+00  5.97664785e+00 -1.47283174e+01  4.70621491e+00
  -6.92338356e+00 -1.23780815e+01 -9.35420118e+00  5.21904170e+00
  -4.07826504e+00 -1.48135974e+01  1.64632224e+01  1.17414964e+01
   4.27025098e+00 -5.47956030e-16  6.78121997e-01  2.10932073e+01
   8.98874382e-17 -1.20778818e+01  9.33666954e+00  0.00000000e+00
  -3.56895709e-17  1.52761762e-17]]",9
"[[7.12464714e-02 2.89385449e+00 4.91027394e+00 1.04166957e+02
  1.68901504e+02 7.68730290e-01 5.83514780e+00 2.24204973e+01
  1.48676400e-01 2.14618792e+01 1.26693051e+01 3.85085588e+00
  7.30872716e+00 2.07043898e-03 4.75155805e+01 4.15497199e+00
  1.59227466e+02 1.27694988e+01 1.01579010e-01 9.66724429e+00
  4.71657769e+01 6.52376092e-01 2.17929569e+01 1.29540931e+01
  1.56793853e+01 1.26722644e+01 1.01047381e+01 1.26802431e+01
  1.70568879e+01 6.80871679e+00 3.02215930e+00 3.00541530e+01
  4.49629250e+01 3.09366031e-01 3.11791448e+01 2.14325663e+01
  1.02726451e+01 4.77769610e-02 3.69243129e+01 2.95989265e+01
  3.12484522e-01 3.28912631e+01 5.71113810e+01 3.82384209e+01
  4.70383899e+00 9.08973734e+00 5.53387210e+01 5.63366239e+00
  1.21993609e+01 3.91162313e+01 2.23320186e+01 6.93122980e+00
  4.23902971e+00 5.60214307e+01 6.90731901e+01 3.51151895e+01
  4.64435976e+00 3.93492482e-31 1.16834032e-01 1.13336672e+02
  8.31700352e-32 3.71726340e+01 2.23596887e+01 0.00000000e+00
  5.43139966e-32 6.42043471e-32]]","[[ 5.29887640e-01  3.55361866e+00  4.62869466e+00 -2.13866720e+01
  -2.73358582e+01 -1.80427131e+00  5.00669409e+00  9.95979838e+00
  -6.92134969e-01 -9.70876260e+00  7.50439895e+00  4.10467460e+00
   5.67772473e+00  8.11960014e-02  1.45285751e+01  4.30722587e+00
  -2.65510151e+01 -7.51532858e+00 -6.91750948e-01 -6.50164182e+00
  -1.44114569e+01  1.71986099e+00 -9.76112859e+00  7.64502872e+00
  -8.25440107e+00  7.46271509e+00  6.66729240e+00  7.53203713e+00
  -8.67596851e+00  5.48668352e+00  3.63005089e+00  1.14712093e+01
   1.41781530e+01  1.18834850e+00 -1.16793588e+01  9.74560187e+00
  -6.72349491e+00  4.72328085e-01  1.27406452e+01  1.14545251e+01
   1.18503209e+00  1.19906821e+01 -1.59207223e+01  1.30520404e+01
   4.56553881e+00  6.35974907e+00 -1.56011763e+01  5.01616774e+00
  -7.37909555e+00 -1.30851712e+01 -9.91479683e+00  5.55624139e+00
  -4.32046124e+00 -1.56793763e+01  1.74731984e+01  1.24819245e+01
   4.58499299e+00 -6.25645653e-16  7.24913953e-01  2.24224475e+01
   5.70325574e-17 -1.28242081e+01  9.81852546e+00  0.00000000e+00
  -9.51401383e-17 -3.72792807e-18]]",10
