v,m,t
"[[4.57412648e-03 1.18494756e+00 4.36236391e-02 9.58101320e+00
  7.35373854e+00 1.95288054e+00 1.11067060e+00 4.06294692e-02
  2.37231599e-03 3.50572980e-01 1.50700161e-01 2.27176536e+00
  1.44910100e+00 5.31515088e+00 7.57653897e-01 5.60843954e+00
  7.60008568e+00 6.92992003e-02 3.78313183e-02 6.85740548e-02
  2.94657497e+00 3.67897746e+00 1.41845649e-01 1.25831132e+00
  2.08580768e-03 5.39638765e-01 2.93115282e+00 1.87522224e-01
  2.84452293e-01 4.18677461e+00 5.10211145e-35 4.83366197e-04
  4.67090339e-02 0.00000000e+00 2.75537946e-32 0.00000000e+00]]","[[ 6.76322888e-02  1.08855297e+00 -2.08862728e-01  3.09532118e+00
  -2.71177775e+00  1.39745502e+00  1.05388358e+00  2.01567530e-01
   4.87064265e-02  5.92092037e-01  3.88201187e-01 -1.50723766e+00
   1.20378611e+00  2.30546110e+00  8.70433166e-01  2.36821442e+00
  -2.75682529e+00  2.63247413e-01 -1.94502746e-01 -2.61866483e-01
   1.71655905e+00 -1.91806607e+00  3.76624015e-01 -1.12174477e+00
  -4.56706435e-02 -7.34601092e-01  1.71206099e+00  4.33038364e-01
  -5.33340691e-01  2.04616094e+00  7.14290659e-18 -2.19855907e-02
  -2.16122729e-01  0.00000000e+00 -1.65993357e-16  0.00000000e+00]]",1
"[[8.70651420e-03 2.35728154e+00 8.35074187e-02 1.89942705e+01
  1.45854861e+01 3.88132010e+00 2.19893743e+00 7.94669939e-02
  4.68998970e-03 6.99692475e-01 3.06283603e-01 4.53690134e+00
  2.88373906e+00 1.06240680e+01 1.49479562e+00 1.11691259e+01
  1.51163997e+01 1.38673234e-01 7.19069350e-02 1.36486523e-01
  5.87040503e+00 7.33708753e+00 2.85686927e-01 2.51339277e+00
  4.03560100e-03 1.06763710e+00 5.83247585e+00 3.74385735e-01
  5.56115012e-01 8.32711146e+00 3.70916939e-32 6.05015848e-04
  9.08342002e-02 0.00000000e+00 2.82537241e-32 0.00000000e+00]]","[[ 1.25507508e-01  2.06789961e+00 -3.88774901e-01  5.86946664e+00
  -5.14342903e+00  2.65340589e+00  1.99700537e+00  3.79511306e-01
   9.22237667e-02  1.12670539e+00  7.45727435e-01 -2.86907914e+00
   2.28720527e+00  4.39052907e+00  1.64636045e+00  4.50136572e+00
  -5.23655832e+00  5.01624438e-01 -3.60670170e-01 -4.97592432e-01
   3.26341873e+00 -3.64847169e+00  7.20091165e-01 -2.13547640e+00
  -8.54955987e-02 -1.39147976e+00  3.25276451e+00  8.24175240e-01
  -1.00394101e+00  3.88658876e+00 -1.86032245e-16 -3.10335117e-02
  -4.05679243e-01  0.00000000e+00 -1.80626495e-16  0.00000000e+00]]",2
"[[1.24196155e-02 3.51687993e+00 1.19830579e-01 2.82418549e+01
  2.16952496e+01 5.78547773e+00 3.26514148e+00 1.16554830e-01
  6.96866379e-03 1.04741144e+00 4.66853553e-01 6.79512245e+00
  4.30404508e+00 1.59266010e+01 2.21183364e+00 1.66816114e+01
  2.25494694e+01 2.08054794e-01 1.02423259e-01 2.03689990e-01
  8.77220367e+00 1.09733324e+01 4.31494234e-01 3.76538990e+00
  5.85436232e-03 1.58429402e+00 8.70451917e+00 5.60590433e-01
  8.15273692e-01 1.24207869e+01 1.40592078e-31 5.99181054e-04
  1.32417295e-01 0.00000000e+00 1.10026744e-31 0.00000000e+00]]","[[ 1.74602247e-01  2.94884638e+00 -5.42662123e-01  8.35457582e+00
  -7.32271164e+00  3.78197019e+00  2.84046993e+00  5.36194463e-01
   1.31225595e-01  1.60961514e+00  1.07567019e+00 -4.09992949e+00
   3.26228847e+00  6.27715322e+00  2.33728620e+00  6.42276382e+00
  -7.46685123e+00  7.17485099e-01 -5.01338529e-01 -7.09688746e-01
   4.65768799e+00 -5.20966079e+00  1.03365199e+00 -3.05203099e+00
  -1.20063522e-01 -1.97850896e+00  4.63931985e+00  1.17758860e+00
  -1.41805622e+00  5.54168783e+00 -4.89719729e-16 -2.83942339e-02
  -5.71245831e-01  0.00000000e+00 -4.49017258e-16  0.00000000e+00]]",3
"[[1.57388469e-02 4.66340708e+00 1.52796063e-01 3.73263541e+01
  2.86821857e+01 7.66565332e+00 4.30977268e+00 1.51949885e-01
  9.24887414e-03 1.39382905e+00 6.32819465e-01 9.04574704e+00
  5.71063261e+00 2.12222445e+01 2.90939929e+00 2.21454101e+01
  2.99006034e+01 2.77261855e-01 1.29636238e-01 2.70107905e-01
  1.16539505e+01 1.45853536e+01 5.79128281e-01 5.01469001e+00
  7.54716888e-03 2.09025914e+00 1.15487708e+01 7.46273933e-01
  1.06216220e+00 1.64671845e+01 1.39316760e-31 6.97370494e-04
  1.71482934e-01 0.00000000e+00 1.08926477e-31 0.00000000e+00]]","[[ 2.15822748e-01  3.74102014e+00 -6.73230403e-01  1.05796603e+01
  -9.27444654e+00  4.79590476e+00  3.59434520e+00  6.73783289e-01
   1.66578772e-01  2.04605778e+00  1.38118240e+00 -5.21262357e+00
   4.14006460e+00  7.98501266e+00  2.95189948e+00  8.15337910e+00
  -9.47273376e+00  9.12733984e-01 -6.19243992e-01 -9.00358582e-01
   5.91513387e+00 -6.61787965e+00  1.32009313e+00 -3.88126784e+00
  -1.49906306e-01 -2.50302089e+00  5.88749089e+00  1.49719618e+00
  -1.78126668e+00  7.02972508e+00 -4.29319596e-16 -1.53478888e-02
  -7.15093415e-01  0.00000000e+00 -4.04115533e-16  0.00000000e+00]]",4
"[[1.86936119e-02 5.79621666e+00 1.82639001e-01 4.62510921e+01
  3.55442308e+01 9.52234951e+00 5.33353587e+00 1.85729102e-01
  1.16090864e-02 1.73911102e+00 8.05074445e-01 1.12875010e+01
  7.10484011e+00 2.65099427e+01 3.58844239e+00 2.75600070e+01
  3.71722711e+01 3.45941855e-01 1.53880097e-01 3.35622352e-01
  1.45195039e+01 1.81687943e+01 7.28282906e-01 6.26203001e+00
  9.11923897e-03 2.58670308e+00 1.43681033e+01 9.31777686e-01
  1.29694773e+00 2.04651133e+01 1.47798727e-31 1.11154556e-03
  2.08031890e-01 0.00000000e+00 1.17024611e-31 0.00000000e+00]]","[[ 2.50027152e-01  4.45294006e+00 -7.83025682e-01  1.25709567e+01
  -1.10207384e+01  5.70676483e+00  4.26780028e+00  7.94284485e-01
   1.99445646e-01  2.44080187e+00  1.66565518e+00 -6.21851917e+00
   4.93076301e+00  9.53170236e+00  3.49821835e+00  9.71207805e+00
  -1.12769461e+01  1.08876681e+00 -7.17132676e-01 -1.07150374e+00
   7.05049425e+00 -7.88722976e+00  1.58171551e+00 -4.63221388e+00
  -1.75505597e-01 -2.97198686e+00  7.01187350e+00  1.78675607e+00
  -2.09852588e+00  8.36699781e+00 -4.85761346e-16  6.70880972e-03
  -8.39195384e-01  0.00000000e+00 -2.67853061e-16  0.00000000e+00]]",5
"[[2.13134723e-02 6.91462682e+00 2.09591080e-01 5.50195009e+01
  4.22792160e+01 1.13560959e+01 6.33717198e+00 2.17969375e-01
  1.41387345e-02 2.08343190e+00 9.84654424e-01 1.35189846e+01
  8.48816815e+00 3.17884881e+01 4.24995034e+00 3.29249688e+01
  4.43671761e+01 4.13712240e-01 1.75488522e-01 4.00113604e-01
  1.73730810e+01 2.17189806e+01 8.78611855e-01 7.50818933e+00
  1.05756901e-02 3.07489139e+00 1.71656579e+01 1.11747950e+00
  1.51980277e+00 2.44133224e+01 1.46388680e-31 2.02437087e-03
  2.42067989e-01 0.00000000e+00 1.17908387e-31 0.00000000e+00]]","[[ 2.78003645e-01  5.09225304e+00 -8.74365292e-01  1.43521039e+01
  -1.25814502e+01  6.52496196e+00  4.86911143e+00  8.99511292e-01
   2.30937829e-01  2.79814665e+00  1.93225329e+00 -7.12779709e+00
   5.64366201e+00  1.09330267e+01  3.98349674e+00  1.11158569e+01
  -1.29000019e+01  1.24677925e+00 -7.97561534e-01 -1.22482885e+00
   8.07714112e+00 -9.03031273e+00  1.82054746e+00 -5.31301156e+00
  -1.97295138e-01 -3.39176470e+00  8.02568926e+00  2.04969069e+00
  -2.37429095e+00  9.56815481e+00 -4.28942580e-16  3.64343227e-02
  -9.45319045e-01  0.00000000e+00 -2.86389084e-16  0.00000000e+00]]",6
"[[2.36244303e-02 8.01820373e+00 2.33848391e-01 6.36344660e+01
  4.88859828e+01 1.31672657e+01 7.32127101e+00 2.48728766e-01
  1.69070326e-02 2.42691597e+00 1.17232289e+00 1.57391888e+01
  9.86165033e+00 3.70569922e+01 4.89466200e+00 3.82400067e+01
  5.14872378e+01 4.80312701e-01 1.94722261e-01 4.63498809e-01
  2.02176065e+01 2.52327042e+01 1.02987350e+00 8.75367381e+00
  1.19213334e-02 3.55572374e+00 1.99436377e+01 1.30361297e+00
  1.73096653e+00 2.83110308e+01 1.44972046e-31 3.59999581e-03
  2.73622655e-01 0.00000000e+00 1.16729304e-31 0.00000000e+00]]","[[ 3.00443630e-01  5.66595118e+00 -9.49265518e-01  1.59442951e+01
  -1.39746368e+01  7.25981241e+00  5.40566047e+00  9.91051444e-01
   2.61785546e-01  3.12191992e+00  2.18345456e+00 -7.94974671e+00
   6.28692318e+00  1.22032784e+01  4.41412907e+00  1.23800422e+01
  -1.43602260e+01  1.38806671e+00 -8.62679891e-01 -1.36193476e+00
   9.00673998e+00 -1.00588387e+01  2.03855242e+00 -5.93086939e+00
  -2.15662871e-01 -3.76783732e+00  8.94057087e+00  2.28891558e+00
  -2.61263679e+00  1.06464908e+01 -3.92922361e-16  7.27392152e-02
  -1.03511117e+00  0.00000000e+00 -2.57750176e-16  0.00000000e+00]]",7
"[[2.56493941e-02 9.10672933e+00 2.55577868e-01 7.20983991e+01
  5.53642341e+01 1.49560940e+01 8.28629176e+00 2.78049886e-01
  1.99643119e-02 2.76964431e+00 1.36857781e+00 1.79474584e+01
  1.12258946e+01 4.23148708e+01 5.52310225e+00 4.35049397e+01
  5.85336669e+01 5.45592252e-01 2.11781670e-01 5.25726197e-01
  2.30548518e+01 2.87080494e+01 1.18192285e+00 9.99875182e+00
  1.31607265e-02 4.02977328e+00 2.27034116e+01 1.49028303e+00
  1.93072940e+00 3.21578659e+01 1.47460499e-31 5.99410669e-03
  3.02750021e-01 0.00000000e+00 1.19795297e-31 0.00000000e+00]]","[[ 3.17951428e-01  6.18042389e+00 -1.00947749e+00  1.73665322e+01
  -1.52167017e+01  7.91965257e+00  5.88403184e+00  1.07029542e+00
   2.92407956e-01  3.41553111e+00  2.42115532e+00 -8.69284274e+00
   6.86771869e+00  1.33553857e+01  4.79575132e+00  1.35184498e+01
  -1.56739854e+01  1.51399137e+00 -9.14276443e-01 -1.48431888e+00
   9.84945960e+00 -1.09836729e+01  2.23762159e+00 -6.49217179e+00
  -2.30955863e-01 -4.10492106e+00  9.76674932e+00  2.50690901e+00
  -2.81728355e+00  1.16140685e+01 -4.16384994e-16  1.14761448e-01
  -1.11010381e+00  0.00000000e+00 -1.66911448e-16  0.00000000e+00]]",8
"[[2.74093630e-02 1.01801108e+01 2.74929346e-01 8.04134464e+01
  6.17141632e+01 1.67227359e+01 9.23262033e+00 3.05966738e-01
  2.33502603e-02 3.11167375e+00 1.57375732e+00 2.01433406e+01
  1.25812645e+01 4.75617187e+01 6.13567485e+00 4.87196545e+01
  6.55072662e+01 6.09463296e-01 2.26832362e-01 5.86761813e-01
  2.58859280e+01 3.21438416e+01 1.33467067e+00 1.12435552e+01
  1.42982601e-02 4.49742468e+00 2.54458782e+01 1.67752023e+00
  2.11940762e+00 3.59536934e+01 1.46344367e-31 9.35746643e-03
  3.29517607e-01 0.00000000e+00 1.21028602e-31 0.00000000e+00]]","[[ 3.31061328e-01  6.64147776e+00 -1.05654074e+00  1.86358782e+01
  -1.63224963e+01  8.51195710e+00  6.31011941e+00  1.13847247e+00
   3.23046969e-01  3.68202888e+00  2.64687020e+00 -9.36477772e+00
   7.39240414e+00  1.44010226e+01  5.13336871e+00  1.45435281e+01
  -1.68559388e+01  1.62589238e+00 -9.53877456e-01 -1.59336103e+00
   1.06142636e+01 -1.18147803e+01  2.41952808e+00 -7.00260583e+00
  -2.43485280e-01 -4.40713446e+00  1.05132983e+01  2.70581796e+00
  -2.99160948e+00  1.24818009e+01 -3.93679884e-16  1.61794284e-01
  -1.17170596e+00  0.00000000e+00 -1.00912517e-16  0.00000000e+00]]",9
"[[2.89241179e-02 1.12383260e+01 2.92042563e-01 8.85816127e+01
  6.79362339e+01 1.84673017e+01 1.01606052e+01 3.32508770e-01
  2.70989692e-02 3.45304825e+00 1.78810667e+00 2.23264924e+01
  1.39279909e+01 5.27972315e+01 6.73271816e+00 5.38840839e+01
  7.24086153e+01 6.71873516e-01 2.40020160e-01 6.46581668e-01
  2.87115881e+01 3.55393143e+01 1.48805806e+00 1.24881399e+01
  1.53382098e-02 4.95895827e+00 2.81716868e+01 1.86531389e+00
  2.29732883e+00 3.96985152e+01 1.44981311e-31 1.38368754e-02
  3.54000807e-01 0.00000000e+00 1.35551219e-31 0.00000000e+00]]","[[ 3.40249977e-01  7.05437052e+00 -1.09182109e+00  1.97676703e+01
  -1.73054355e+01  9.04343747e+00  6.68921195e+00  1.19667667e+00
   3.53847039e-01  3.92414660e+00  2.86185694e+00 -9.97251016e+00
   7.86664593e+00  1.53507174e+01  5.43145038e+00  1.54664901e+01
  -1.79192396e+01  1.72503746e+00 -9.82812362e-01 -1.69032060e+00
   1.13091172e+01 -1.25612315e+01  2.58590613e+00 -7.46725735e+00
  -2.53530534e-01 -4.67811465e+00  1.11883136e+01  2.88752905e+00
  -3.13867189e+00  1.32595425e+01 -3.64331233e-16  2.13238695e-01
  -1.22120383e+00  0.00000000e+00 -2.16252138e-16  0.00000000e+00]]",10
"[[3.02125558e-02 1.22813956e+01 3.07050719e-01 9.66048246e+01
  7.40310686e+01 2.01898755e+01 1.10705752e+01 3.57702954e-01
  3.12415071e-02 3.79380467e+00 2.01181313e+00 2.44966320e+01
  1.52662300e+01 5.80211652e+01 7.31453394e+00 5.89981961e+01
  7.92381668e+01 7.32791330e-01 2.51478657e-01 7.05167724e-01
  3.15323808e+01 3.88939366e+01 1.64204313e+00 1.37325166e+01
  1.62847634e-02 5.41459309e+00 3.08813518e+01 2.05362923e+00
  2.46482473e+00 4.33924172e+01 1.45520235e-31 1.95753688e-02
  3.76279996e-01 0.00000000e+00 1.40146612e-31 0.00000000e+00]]","[[ 3.45944987e-01  7.42385339e+00 -1.11653663e+00  2.07757028e+01
  -1.81776207e+01  9.52012481e+00  7.02606211e+00  1.24588550e+00
   3.84896721e-01  4.14433859e+00  3.06718679e+00 -1.05223224e+01
   8.29551374e+00  1.62139588e+01  5.69399943e+00  1.62974351e+01
  -1.88757038e+01  1.81260399e+00 -1.00225410e+00 -1.77634123e+00
   1.19411316e+01 -1.32312484e+01  2.73824818e+00 -7.89068463e+00
  -2.61342760e-01 -4.92109458e+00  1.17990434e+01  3.05371403e+00
  -3.26123246e+00  1.39561824e+01 -2.83302844e-16  2.68575520e-01
  -1.25976697e+00  0.00000000e+00 -1.17484815e-16  0.00000000e+00]]",11
"[[3.12928476e-02 1.33093681e+01 3.20082336e-01 1.04484963e+02
  7.99993896e+01 2.18905255e+01 1.19628484e+01 3.81574906e-01
  3.58072492e-02 4.13397575e+00 2.24502433e+00 2.66535140e+01
  1.65960939e+01 6.32333147e+01 7.88140243e+00 6.40619881e+01
  8.59962980e+01 7.92198243e-01 2.61333113e-01 7.62505801e-01
  3.43487329e+01 4.22073236e+01 1.79659397e+00 1.49766671e+01
  1.71420365e-02 5.86450948e+00 3.35753122e+01 2.24241640e+00
  2.62222723e+00 4.70355414e+01 1.44069858e-31 2.67121574e-02
  3.96438934e-01 0.00000000e+00 1.68742800e-31 0.00000000e+00]]","[[ 3.48531363e-01  7.75421524e+00 -1.13177711e+00  2.16723864e+01
  -1.89499613e+01  9.94744142e+00  7.32494430e+00  1.28697429e+00
   4.16250854e-01  4.34481052e+00  3.26378643e+00 -1.10198799e+01
   8.68355269e+00  1.69992954e+01  5.92460814e+00  1.70454582e+01
  -1.97359531e+01  1.88967444e+00 -1.01324578e+00 -1.85245847e+00
   1.25166726e+01 -1.38322666e+01  2.87791009e+00 -8.27697812e+00
  -2.67147813e-01 -5.13895859e+00  1.23519905e+01  3.20586144e+00
  -3.36178327e+00  1.45797344e+01 -2.57169146e-16  3.27348233e-01
  -1.28845681e+00  0.00000000e+00 -2.78934644e-16  0.00000000e+00]]",12
