v,m,t
"[[1.80659959e-01 1.47070856e-01 9.71468004e-03 5.63814894e-04
  7.74459368e-02 6.35117599e-03 4.02729796e-02 1.36228947e-02
  3.34621245e-02 8.82017313e-06 7.44112079e-03 1.24323653e-02
  7.38014300e-02 2.60417210e-02 1.74518515e-02 1.21379833e-03
  5.55260958e-02 2.82148816e-02 1.23631885e-01 6.08356828e-02
  3.36774429e-02 8.00327616e-03 3.42973713e-02 4.17878947e-01
  5.87017425e-01 6.69382298e-02 3.35517659e-02 4.07923280e-02
  8.77530461e-04 4.10476453e-03 3.10600885e-01 5.45851522e-01
  9.08188787e-02 9.34720659e-04 1.45172842e-01 8.34206336e-02
  1.18075322e-03 4.04915144e-02 1.73261620e-03 3.29009419e-02
  1.81478670e-03 1.75996442e-02 2.40227310e-02 1.41475429e-01
  5.13420137e-04 2.95388835e-03 6.99332821e-32 5.60021863e-32
  1.92230042e-01 2.16636234e-01 4.11229277e-33 5.13894809e-34
  1.15217292e-32 1.24020472e-01 6.96931041e-02 0.00000000e+00
  1.21619639e-32 1.87513747e-36 0.00000000e+00 4.14844112e-32]]","[[-4.25041127e-01  3.83498182e-01 -9.85630764e-02  2.37447867e-02
   2.78291101e-01  7.96942657e-02  2.00681289e-01  1.16717157e-01
  -1.82926555e-01 -2.96987763e-03  8.62619313e-02  1.11500517e-01
   2.71664186e-01 -1.61374475e-01  1.32105456e-01 -3.48396087e-02
  -2.35639759e-01  1.67972860e-01 -3.51613260e-01  2.46648906e-01
  -1.83514149e-01 -8.94610315e-02  1.85195495e-01 -6.46435571e-01
  -7.66170624e-01  2.58724235e-01  1.83171411e-01  2.01971107e-01
   2.96231406e-02  6.40684363e-02  5.57315786e-01  7.38817651e-01
  -3.01361707e-01  3.05732016e-02  3.81015541e-01  2.88826304e-01
  -3.43620899e-02 -2.01225034e-01  4.16247067e-02  1.81386168e-01
  -4.26003134e-02  1.32663651e-01 -1.54992681e-01  3.76132196e-01
  -2.26587762e-02 -5.43496858e-02  2.64449016e-16  2.36647811e-16
  -4.38440465e-01  4.65441977e-01 -6.41271609e-17 -2.26692481e-17
  -1.07339318e-16  3.52165405e-01 -2.63994515e-01  0.00000000e+00
   1.10281294e-16  1.36935659e-18  0.00000000e+00 -2.03677223e-16]]",1
"[[3.57054186e-01 2.91184296e-01 1.87515066e-02 1.10109151e-03
  1.54359027e-01 1.29623547e-02 8.00718591e-02 2.76560965e-02
  6.57361770e-02 1.27771627e-05 1.46675373e-02 2.47212930e-02
  1.46338319e-01 5.20656300e-02 3.43613863e-02 2.47074134e-03
  1.10624113e-01 5.58723390e-02 2.46951900e-01 1.20304575e-01
  6.66766231e-02 1.58295003e-02 6.76099037e-02 8.32378570e-01
  1.16449058e+00 1.32869504e-01 6.63576879e-02 7.97490638e-02
  1.64174839e-03 8.52805550e-03 6.20045949e-01 1.08576458e+00
  1.80789931e-01 1.88977607e-03 2.87537892e-01 1.65322321e-01
  2.26157344e-03 7.94408758e-02 3.59682858e-03 6.57464616e-02
  3.65146161e-03 3.47658491e-02 4.83137390e-02 2.79944373e-01
  1.05296932e-03 5.72229427e-03 7.05206183e-32 1.13265227e-31
  3.81719660e-01 4.27827883e-01 1.69249478e-32 1.47954139e-33
  1.49222102e-32 2.46096057e-01 1.40423576e-01 0.00000000e+00
  1.20587402e-32 2.90358747e-33 0.00000000e+00 4.10695671e-32]]","[[-8.04675411e-01  7.26703274e-01 -1.84278592e-01  4.46708394e-02
   5.29186853e-01  1.53423618e-01  3.81116550e-01  2.24080859e-01
  -3.45212618e-01 -4.68415596e-03  1.63080620e-01  2.11765237e-01
   5.15191142e-01 -3.07361443e-01  2.49600891e-01 -6.69798108e-02
  -4.47985253e-01  3.18327021e-01 -6.69377329e-01  4.67090623e-01
  -3.47744098e-01 -1.69432063e-01  3.50130316e-01 -1.22884565e+00
  -1.45332272e+00  4.90922841e-01  3.46902175e-01  3.80179286e-01
   5.44635825e-02  1.24477299e-01  1.06064688e+00  1.40342866e+00
  -5.72687377e-01  5.85707139e-02  7.22145813e-01  5.47582150e-01
  -6.39808011e-02 -3.79481654e-01  8.08389410e-02  3.45386315e-01
  -8.14079356e-02  2.51087078e-01 -2.96117917e-01  7.12529268e-01
  -4.37313515e-02 -1.01810320e-01  2.02133944e-16  4.53447293e-16
  -8.32102897e-01  8.80804709e-01  5.56600584e-17 -5.15597547e-17
  -3.73120616e-17  6.68112343e-01 -5.04854119e-01  0.00000000e+00
   9.49641201e-17 -5.26352975e-17  0.00000000e+00 -1.83309501e-16]]",2
"[[5.29236536e-01 4.32364405e-01 2.71369279e-02 1.61188633e-03
  2.30738025e-01 1.98369369e-02 1.19395368e-01 4.21041720e-02
  9.68377290e-02 1.37333924e-05 2.16827750e-02 3.68646198e-02
  2.17626366e-01 7.80632692e-02 5.07336944e-02 3.77170310e-03
  1.65289829e-01 8.29738786e-02 3.69942943e-01 1.78409930e-01
  9.90089519e-02 2.34835600e-02 9.99531472e-02 1.24349967e+00
  1.73249040e+00 1.97793209e-01 9.84211389e-02 1.16913547e-01
  2.30057301e-03 1.32795339e-02 9.28313579e-01 1.61975642e+00
  2.69913718e-01 2.86500427e-03 4.27126141e-01 2.45714198e-01
  3.24579696e-03 1.16878601e-01 5.59679031e-03 9.85321321e-02
  5.51015343e-03 5.15011269e-02 7.28711853e-02 4.15437663e-01
  1.61839455e-03 8.31130358e-03 7.18612226e-32 1.57072342e-31
  5.68477177e-01 6.33639304e-01 1.12131975e-31 1.47419877e-33
  1.70532755e-32 3.66224064e-01 2.12179211e-01 0.00000000e+00
  1.19667381e-32 3.28809052e-32 0.00000000e+00 4.06588714e-32]]","[[-1.14343680e+00  1.03362740e+00 -2.58440885e-01  6.30468230e-02
   7.55414347e-01  2.21772389e-01  5.43315222e-01  3.23017886e-01
  -4.88901664e-01 -5.25689419e-03  2.31400644e-01  3.01901515e-01
   7.33396759e-01 -4.39469689e-01  3.53930871e-01 -9.66915699e-02
  -6.39347598e-01  4.52808067e-01 -9.56643721e-01  6.63914722e-01
  -4.94626219e-01 -2.40876383e-01  4.96829536e-01 -1.75360674e+00
  -2.06933447e+00  6.99225974e-01  4.93118087e-01  5.36999684e-01
   7.50026452e-02  1.81576380e-01  1.51535674e+00  2.00122500e+00
  -8.16967452e-01  8.42434056e-02  1.02737478e+00  7.79259094e-01
  -8.93134514e-02 -5.37063881e-01  1.17876328e-01  4.93722326e-01
  -1.16801111e-01  3.56680077e-01 -4.24748293e-01  1.01315365e+00
  -6.33572773e-02 -1.43070830e-01  2.27151186e-16  6.20092582e-16
  -1.18544125e+00  1.25107967e+00  3.58924551e-16 -4.94783179e-17
  -8.13332108e-17  9.51428183e-01 -7.24849522e-01  0.00000000e+00
   8.01211801e-17  1.25851653e-16  0.00000000e+00 -1.64978551e-16]]",3
"[[6.97256678e-01 5.70646460e-01 3.48980752e-02 2.09605916e-03
  3.06585711e-01 2.69784257e-02 1.58241904e-01 5.69735673e-02
  1.26779448e-01 1.36000763e-05 2.84888991e-02 4.88595809e-02
  2.87683585e-01 1.04023805e-01 6.65766160e-02 5.11818237e-03
  2.19525742e-01 1.09523681e-01 4.92590969e-01 2.35155219e-01
  1.30689208e-01 3.09702048e-02 1.31345106e-01 1.65124074e+00
  2.29109647e+00 2.61707272e-01 1.29746893e-01 1.52327651e-01
  2.86198661e-03 1.83672060e-02 1.23538333e+00 2.14784611e+00
  3.58197557e-01 3.86049256e-03 5.63968489e-01 3.24611223e-01
  4.13648259e-03 1.52836804e-01 7.73666531e-03 1.31253556e-01
  7.39097690e-03 6.78090713e-02 9.76935089e-02 5.47987851e-01
  2.20888799e-03 1.07266408e-02 9.45072100e-32 1.90264995e-31
  7.52505769e-01 8.34131222e-01 1.50849499e-31 1.83573764e-33
  1.72642236e-32 4.84393873e-01 2.84945618e-01 0.00000000e+00
  1.22720439e-32 3.37017313e-32 0.00000000e+00 5.89248927e-32]]","[[-1.44540130e+00  1.30789636e+00 -3.22221105e-01  7.91093420e-02
   9.59435188e-01  2.85268123e-01  6.89084898e-01  4.14370604e-01
  -6.15824172e-01 -4.79459110e-03  2.92063634e-01  3.82903122e-01
   9.28819957e-01 -5.59049991e-01  4.46405913e-01 -1.24227202e-01
  -8.11820986e-01  5.72994903e-01 -1.21643322e+00  8.39451728e-01
  -6.25912996e-01 -3.04660699e-01  6.27122942e-01 -2.22645596e+00
  -2.62130219e+00  8.85997737e-01  6.23556009e-01  6.74567172e-01
   9.16771470e-02  2.35671545e-01  1.92627362e+00  2.53886076e+00
  -1.03690455e+00  1.07821226e-01  1.30028821e+00  9.86559704e-01
  -1.10765385e-01 -6.76041141e-01  1.52948517e-01  6.27944061e-01
  -1.49120147e-01  4.50715407e-01 -5.42120376e-01  1.28157409e+00
  -8.16523714e-02 -1.78748248e-01  3.57290900e-16  3.71633931e-16
  -1.50245810e+00  1.58075551e+00  5.22628797e-16 -2.51325258e-17
  -9.27314239e-17  1.20532985e+00 -9.26021653e-01  0.00000000e+00
   9.27239397e-17  7.93602175e-17  0.00000000e+00 -1.18329371e-17]]",4
"[[8.61156813e-01 7.06085934e-01 4.20634611e-02 2.55309823e-03
  3.81912297e-01 3.43907335e-02 1.96609439e-01 7.22745774e-02
  1.55568614e-01 1.43002023e-05 3.50852979e-02 6.07021690e-02
  3.56532493e-01 1.29931773e-01 8.19026425e-02 6.51287818e-03
  2.73346478e-01 1.35530635e-01 6.14887699e-01 2.90543788e-01
  1.61737742e-01 3.82939892e-02 1.61808017e-01 2.05559553e+00
  2.84040402e+00 3.24606665e-01 1.60342036e-01 1.86030729e-01
  3.33408934e-03 2.37961545e-02 1.54123656e+00 2.67005539e+00
  4.45660651e-01 4.87681633e-03 6.98095544e-01 4.02038461e-01
  4.93616702e-03 1.87350186e-01 1.00207667e-02 1.63906478e-01
  9.29404205e-03 8.36949602e-02 1.22779982e-01 6.77630525e-01
  2.82263615e-03 1.29733972e-02 9.46845797e-32 1.90433328e-31
  9.33798233e-01 1.02935797e+00 1.61078753e-31 2.07229742e-33
  4.06877847e-32 6.00579476e-01 3.58704756e-01 0.00000000e+00
  1.31860983e-32 3.67834923e-32 0.00000000e+00 6.20675903e-32]]","[[-1.71422869e+00  1.55280067e+00 -3.76684441e-01  9.30616112e-02
   1.14347817e+00  3.44388855e-01  8.20051255e-01  4.98912692e-01
  -7.27611189e-01 -3.40073231e-03  3.45810798e-01  4.55658674e-01
   1.10375459e+00 -6.67304080e-01  5.28223982e-01 -1.49829179e-01
  -9.67315868e-01  6.80322845e-01 -1.45147273e+00  9.95798297e-01
  -7.43197838e-01 -3.61564455e-01  7.42669904e-01 -2.65255314e+00
  -3.11562323e+00  1.05335981e+00  7.39785437e-01  7.94797308e-01
   1.04886264e-01  2.87021815e-01  2.29774472e+00  3.02232653e+00
  -1.23495085e+00  1.29518770e-01  1.54411329e+00  1.17193428e+00
  -1.28689695e-01 -7.98283676e-01  1.86248603e-01  7.49446854e-01
  -1.78671319e-01  5.34344991e-01 -6.49349995e-01  1.52100688e+00
  -9.87029435e-02 -2.09391696e-01  2.88058948e-16  3.79978590e-16
  -1.78674367e+00  1.87386513e+00  5.78706812e-16 -6.65314796e-18
  -2.37068839e-16  1.43268986e+00 -1.11020206e+00  0.00000000e+00
   1.15650534e-16  1.29894515e-16  0.00000000e+00  5.04400169e-17]]",5
"[[1.02096915e+00 8.38766011e-01 4.86634564e-02 2.98200231e-03
  4.56738251e-01 4.20784646e-02 2.34495460e-01 8.80232227e-02
  1.83205340e-01 1.76928788e-05 4.14676942e-02 7.23865807e-02
  4.24201941e-01 1.55765182e-01 9.67303725e-02 7.96023738e-03
  3.26783541e-01 1.61010022e-01 7.36833082e-01 3.44578520e-01
  1.92182118e-01 4.54592486e-02 1.91369772e-01 2.45655102e+00
  3.38052945e+00 3.86482187e-01 1.90216780e-01 2.18058755e-01
  3.72510356e-03 2.95672620e-02 1.84585698e+00 3.18640900e+00
  5.32338438e-01 5.91525262e-03 8.29537437e-01 4.78034650e-01
  5.64674861e-03 2.20456741e-01 1.24537201e-02 1.96486944e-01
  1.12194635e-02 9.91661067e-02 1.48131240e-01 8.04405431e-01
  3.45640732e-03 1.50558191e-02 1.10663654e-31 2.02283116e-31
  1.11233270e+00 1.21936525e+00 2.32781125e-31 4.50610585e-33
  4.30681587e-32 7.14733568e-01 4.33433810e-01 0.00000000e+00
  1.78500963e-32 3.64156573e-32 0.00000000e+00 6.14469144e-32]]","[[-1.95320063e+00  1.77133999e+00 -4.22805196e-01  1.05072933e-01
   1.30956765e+00  3.99569378e-01  9.37676076e-01  5.77362340e-01
  -8.25707940e-01 -1.18031906e-03  3.93286097e-01  5.20959544e-01
   1.26027756e+00 -7.65293820e-01  6.00488579e-01 -1.73736980e-01
  -1.10758750e+00  7.76103542e-01 -1.66422804e+00  1.13483986e+00
  -8.47936016e-01 -4.12288383e-01  8.44981042e-01 -3.03653695e+00
  -3.55806984e+00  1.20321315e+00  8.43227758e-01  8.99405416e-01
   1.14997519e-01  3.35837819e-01  2.63368464e+00  3.45701596e+00
  -1.41334050e+00  1.49539676e-01  1.76175417e+00  1.33761286e+00
  -1.43387794e-01 -9.05484869e-01  2.17954262e-01  8.59487386e-01
  -2.05730370e-01  6.08613648e-01 -7.47445844e-01  1.73435278e+00
  -1.14561962e-01 -2.35486087e-01  1.29153399e-16  2.24702764e-16
  -2.04151185e+00  2.13402846e+00  2.50072102e-16  4.35553945e-17
  -1.60567524e-16  1.63606174e+00 -1.27903200e+00  0.00000000e+00
   3.48333401e-17  1.16905064e-16  0.00000000e+00  4.53960152e-17]]",6
"[[1.17671985e+00 9.68788228e-01 5.47292878e-02 3.38153909e-03
  5.31090663e-01 5.00466528e-02 2.71897093e-01 1.04239809e-01
  2.09685920e-01 2.54889394e-05 4.76294902e-02 8.39058184e-02
  4.90724802e-01 1.81497862e-01 1.11082206e-01 9.46604050e-03
  3.79880394e-01 1.85981332e-01 8.58433094e-01 3.97262053e-01
  2.22054291e-01 5.24702215e-02 2.20061891e-01 2.85409000e+00
  3.91160308e+00 4.47322078e-01 2.19383669e-01 2.48445487e-01
  4.04318586e-03 3.56779325e-02 2.14922975e+00 3.69693332e+00
  6.18277481e-01 6.97756925e-03 9.58323880e-01 5.52647716e-01
  6.26997593e-03 2.52196349e-01 1.50404530e-02 2.28991321e-01
  1.31673537e-02 1.14230851e-01 1.73748840e-01 9.28355208e-01
  4.10592890e-03 1.69776216e-02 2.42250873e-31 2.71488062e-31
  1.28807833e+00 1.40419315e+00 2.34473896e-31 1.69297483e-32
  4.26422432e-32 8.26796113e-01 5.09107004e-01 0.00000000e+00
  2.47377877e-32 3.60515008e-32 0.00000000e+00 6.08324453e-32]]","[[-2.16526294e+00  1.96624077e+00 -4.61471980e-01  1.15286566e-01
   1.45953756e+00  4.51203777e-01  1.04327393e+00  6.50380908e-01
  -9.11400730e-01  1.76136108e-03  4.35052943e-01  5.79512148e-01
   1.40026649e+00 -8.53962294e-01  6.64210224e-01 -1.96180432e-01
  -1.23424124e+00  8.61531252e-01 -1.85692686e+00  1.25827214e+00
  -9.41451120e-01 -4.57463048e-01  9.35428118e-01 -3.38257896e+00
  -3.95384714e+00  1.33726304e+00  9.35169151e-01  9.89929054e-01
   1.22348054e-01  3.82293671e-01  2.93761799e+00  3.84778460e+00
  -1.57410317e+00  1.68074052e-01  1.95582438e+00  1.48561994e+00
  -1.55119972e-01 -9.99175834e-01  2.48228694e-01  9.59197599e-01
  -2.30545490e-01  6.74466154e-01 -8.37318731e-01  1.92422706e+00
  -1.29260797e-01 -2.57460667e-01 -2.48033620e-16  4.69117815e-16
  -2.26964409e+00  2.36449671e+00  2.88472957e-16  1.50863204e-16
  -1.46693912e-16  1.81772340e+00 -1.43398483e+00  0.00000000e+00
  -5.27106411e-17  1.05214557e-16  0.00000000e+00  4.08564137e-17]]",7
"[[1.32843855e+00 1.09624760e+00 6.02908680e-02 3.75079807e-03
  6.04993742e-01 5.82999373e-02 3.08811350e-01 1.20943988e-01
  2.35010348e-01 3.92330284e-05 5.35652053e-02 9.52533903e-02
  5.56131837e-01 2.07105755e-01 1.24978825e-01 1.10359757e-02
  4.32678155e-01 2.10462589e-01 9.79692890e-01 4.48597610e-01
  2.51384086e-01 5.93312555e-02 2.47914458e-01 3.24819778e+00
  4.43375004e+00 5.07116219e-01 2.47855223e-01 2.77225449e-01
  4.29613397e-03 4.21250564e-02 2.45133938e+00 4.20165380e+00
  7.03521590e-01 8.06539396e-03 1.08448451e+00 6.25922874e-01
  6.80832710e-03 2.82607689e-01 1.77859365e-02 2.61416057e-01
  1.51377975e-02 1.28896598e-01 1.99633814e-01 1.04952186e+00
  4.76706530e-03 1.87427586e-02 2.46121442e-31 2.77632770e-31
  1.46101014e+00 1.58388382e+00 2.33411122e-31 1.88478130e-32
  6.31014213e-32 9.36715627e-01 5.85699977e-01 0.00000000e+00
  2.45385616e-32 3.69231502e-32 0.00000000e+00 6.22985227e-32]]","[[-2.35307054e+00  2.13995067e+00 -4.93484063e-01  1.23834622e-01
   1.59503360e+00  4.99644881e-01  1.13802750e+00  7.18559100e-01
  -9.85854397e-01  5.32674584e-03  4.71622676e-01  6.31954004e-01
   1.52540825e+00 -9.34164589e-01  7.20294061e-01 -2.17361845e-01
  -1.34871744e+00  9.37677449e-01 -2.03157308e+00  1.36762184e+00
  -1.02493015e+00 -4.97657049e-01  1.01524385e+00 -3.69443542e+00
  -4.30763730e+00  1.45704682e+00  1.01676760e+00  1.06775361e+00
   1.27241587e-01  4.26550080e-01  3.21271640e+00  4.19900194e+00
  -1.71906164e+00  1.85290174e-01  2.12867628e+00  1.61777424e+00
  -1.64124315e-01 -1.08073360e+00  2.77219280e-01  1.04959652e+00
  -2.53339794e-01  7.32749629e-01 -9.19786926e-01  2.09298325e+00
  -1.42833692e-01 -2.75702248e-01 -3.02559179e-16  5.16331421e-16
  -2.47373953e+00  2.56819769e+00  2.23821133e-16  9.00892246e-17
   1.24939919e-17  1.97973512e+00 -1.57639055e+00  0.00000000e+00
  -5.43787208e-17  1.29795301e-16  0.00000000e+00  8.23163744e-17]]",8
"[[1.47616324e+00 1.22121881e+00 6.53757441e-02 4.08945517e-03
  6.78463616e-01 6.68420496e-02 3.45235228e-01 1.38151640e-01
  2.59186002e-01 6.03452741e-05 5.92723442e-02 1.06424281e-01
  6.20448252e-01 2.32570459e-01 1.38436332e-01 1.26747391e-02
  4.85207262e-01 2.34467211e-01 1.10061271e+00 4.98589547e-01
  2.80195911e-01 6.60468778e-02 2.74953427e-01 3.63886568e+00
  4.94707983e+00 5.65858432e-01 2.75642539e-01 3.04435534e-01
  4.49127624e-03 4.89069914e-02 2.75216855e+00 4.70059406e+00
  7.88104049e-01 9.17983620e-03 1.20804907e+00 6.97896039e-01
  7.26536034e-03 3.11726714e-01 2.06949748e-02 2.93757423e-01
  1.71308350e-02 1.43168989e-01 2.25785750e-01 1.16794477e+00
  5.43653694e-03 2.03558299e-02 2.47685877e-31 2.77714656e-31
  1.63111713e+00 1.75848568e+00 2.39988578e-31 1.90450447e-32
  1.06947251e-31 1.04446054e+00 6.63192134e-01 0.00000000e+00
  3.30352792e-32 3.66131800e-32 0.00000000e+00 6.16755375e-32]]","[[-2.51902284e+00  2.29464746e+00 -5.19553059e-01  1.30846135e-01
   1.71752281e+00  5.45205843e-01  1.22300098e+00  7.82412773e-01
  -1.05013626e+00  9.43137391e-03  5.03471743e-01  6.78865026e-01
   1.63721139e+00 -1.00668716e+00  7.69538293e-01 -2.37448181e-01
  -1.45229043e+00  1.00549327e+00 -2.18996349e+00  1.46426469e+00
  -1.09942772e+00 -5.33383653e-01  1.08552783e+00 -3.97549159e+00
  -4.62364481e+00  1.56395523e+00  1.08906172e+00  1.13413235e+00
   1.29948035e-01  4.68766655e-01  3.46183284e+00  4.51459940e+00
  -1.84983959e+00  2.01331320e-01  2.28242753e+00  1.73569735e+00
  -1.70627304e-01 -1.15139217e+00  3.05057209e-01  1.13160084e+00
  -2.74313649e-01  7.84219834e-01 -9.95582708e-01  2.24273663e+00
  -1.55329836e-01 -2.90564309e-01 -2.08855257e-16  5.18160543e-16
  -2.65615284e+00  2.74777304e+00  1.07037919e-16  6.14408055e-17
   2.22139931e-16  2.12397801e+00 -1.70745403e+00  0.00000000e+00
   4.45583665e-17  1.09117638e-16  0.00000000e+00  7.40847370e-17]]",9
"[[1.61993929e+00 1.34375787e+00 7.00093761e-02 4.39769601e-03
  7.51509040e-01 7.56758099e-02 3.81165638e-01 1.55874837e-01
  2.82226687e-01 9.01612145e-05 6.47511214e-02 1.17414854e-01
  6.83694061e-01 2.57878866e-01 1.51466824e-01 1.43860319e-02
  5.37488098e-01 2.58004424e-01 1.22118813e+00 5.47243381e-01
  3.08509535e-01 7.26217399e-02 3.01201069e-01 4.02609046e+00
  5.45168787e+00 6.23546177e-01 3.02755381e-01 3.30114769e-01
  4.63552981e-03 5.60236509e-02 3.05169811e+00 5.19377656e+00
  8.72048553e-01 1.03215013e-02 1.32904739e+00 7.68594634e-01
  7.64552675e-03 3.39587037e-01 2.37721671e-02 3.26011397e-01
  1.91464601e-02 1.57052281e-01 2.52202773e-01 1.28366096e+00
  6.11189995e-03 2.18220095e-02 2.58927518e-31 2.80314005e-31
  1.79840124e+00 1.92805279e+00 2.72083267e-31 1.88898362e-32
  1.06559745e-31 1.15001730e+00 7.41566329e-01 0.00000000e+00
  5.82092133e-32 3.62470482e-32 0.00000000e+00 6.33375792e-32]]","[[-2.66528847e+00  2.43226751e+00 -5.40312191e-01  1.36446687e-01
   1.82831267e+00  5.88164389e-01  1.29915179e+00  8.42391300e-01
  -1.10522430e+00  1.40036144e-02  5.31044403e-01  7.20772951e-01
   1.73702449e+00 -1.07225355e+00  8.12646346e-01 -2.56575734e-01
  -1.54608629e+00  1.06582242e+00 -2.33370884e+00  1.54944075e+00
  -1.16588105e+00 -5.65106036e-01  1.14726062e+00 -4.22879835e+00
  -4.90564505e+00  1.65924668e+00  1.15298283e+00  1.19019947e+00
   1.30707007e-01  5.09100823e-01  3.68753349e+00  4.79811459e+00
  -1.96788293e+00  2.16318886e-01  2.41898447e+00  1.84083455e+00
  -1.74844142e-01 -1.21225747e+00  3.31858922e-01  1.20603486e+00
  -2.93646943e-01  8.29551565e-01 -1.06536103e+00  2.37538823e+00
  -1.66810337e-01 -3.02370306e-01 -3.05095729e-16  5.39669078e-16
  -2.81901776e+00  2.90560638e+00 -8.93930231e-17  6.12332170e-17
   2.26040436e-16  2.25216995e+00 -1.82826671e+00  0.00000000e+00
   1.99803146e-16  9.82058741e-17  0.00000000e+00  1.14413011e-16]]",10
